Independent,P-Value,Relationship,DepPos,Dependent,Hypothesis ID,Supported,Mediator/Moderator,IndPos,Relationship ID,MidPos,Type,Source ID
26060,.001,Positive Effect,"(300, -188)",26065,6912-3b,1,,"(-300, -250)",2281,,Regular,6912
26060,.001,Positive Effect,"(300, -188)",26065,6912-3b,1,,"(-300, -250)",2282,,Regular,6912
26061,.001,Positive Effect,"(300, -50)",26069,6912-4,1,,"(-300, -1)",2283,,Regular,6912
26061,.001,Positive Effect,"(300, -50)",26069,6912-4,1,,"(-300, -1)",2284,,Regular,6912
26061,.001,Positive Effect,"(300, -50)",26069,6912-4,1,,"(-300, -1)",2285,,Regular,6912
26066,.001,Positive Effect,"(300, -50)",26069,6912-5a,1,,"(-300, -188)",2286,,Regular,6912
26066,.001,Positive Effect,"(300, -50)",26069,6912-5a,1,,"(-300, -188)",2287,,Regular,6912
26066,.001,Positive Effect,"(300, -50)",26069,6912-5a,1,,"(-300, -188)",2288,,Regular,6912
26066,.001,Positive Effect,"(300, 135)",26064,6912-5b,1,,"(-300, -188)",2289,,Regular,6912
26066,.001,Positive Effect,"(300, 135)",26064,6912-5b,1,,"(-300, -188)",2290,,Regular,6912
26066,.001,Positive Effect,"(300, 135)",26064,6912-5b,1,,"(-300, -188)",2291,,Regular,6912
26066,.001,Positive Effect,"(300, 135)",26064,6912-5b,1,,"(-300, -188)",2292,,Regular,6912
26066,.01,Positive Effect,"(300, -188)",26065,6912-5c,1,,"(-300, -188)",2293,,Regular,6912
26066,.01,Positive Effect,"(300, -188)",26065,6912-5c,1,,"(-300, -188)",2294,,Regular,6912
26066,.01,Positive Effect,"(300, -188)",26065,6912-5c,1,,"(-300, -188)",2295,,Regular,6912
26066,.01,Positive Effect,"(300, -188)",26065,6912-5c,1,,"(-300, -188)",2296,,Regular,6912
26067,.001,Positive Effect,"(300, -50)",26069,6912-6a,1,,"(-300, 82)",2297,,Regular,6912
26067,.001,Positive Effect,"(300, -50)",26069,6912-6a,1,,"(-300, 82)",2298,,Regular,6912
26067,.001,Positive Effect,"(300, -50)",26069,6912-6a,1,,"(-300, 82)",2299,,Regular,6912
26067,,Positive Effect,"(300, 135)",26064,6912-6b,1,,"(-300, 82)",2300,,Regular,6912
26067,,Positive Effect,"(300, 135)",26064,6912-6b,1,,"(-300, 82)",2301,,Regular,6912
26067,,Positive Effect,"(300, 135)",26064,6912-6b,1,,"(-300, 82)",2302,,Regular,6912
26067,,Positive Effect,"(300, 135)",26064,6912-6b,1,,"(-300, 82)",2303,,Regular,6912
26068,.001,Positive Effect,"(300, -50)",26069,6912-7a,1,,"(300, 125)",2304,,Regular,6912
26068,.001,Positive Effect,"(300, -50)",26069,6912-7a,1,,"(300, 125)",2305,,Regular,6912
26068,.001,Positive Effect,"(300, -50)",26069,6912-7a,1,,"(300, 125)",2306,,Regular,6912
26068,.001,Positive Effect,"(300, 135)",26064,6912-7b,1,,"(300, 125)",2307,,Regular,6912
26068,.001,Positive Effect,"(300, 135)",26064,6912-7b,1,,"(300, 125)",2308,,Regular,6912
26068,.001,Positive Effect,"(300, 135)",26064,6912-7b,1,,"(300, 125)",2309,,Regular,6912
26068,.001,Positive Effect,"(300, 135)",26064,6912-7b,1,,"(300, 125)",2310,,Regular,6912
26062,.05,Positive Effect,"(300, -50)",26069,6912-8,1,,"(-300, -200)",2311,,Regular,6912
26062,.05,Positive Effect,"(300, -50)",26069,6912-8,1,,"(-300, -200)",2312,,Regular,6912
26062,.05,Positive Effect,"(300, -50)",26069,6912-8,1,,"(-300, -200)",2313,,Regular,6912
26063,,Positive Effect,"(300, -50)",26069,6912-9,1,,"(-300, -50)",2314,,Regular,6912
26063,,Positive Effect,"(300, -50)",26069,6912-9,1,,"(-300, -50)",2315,,Regular,6912
26063,,Positive Effect,"(300, -50)",26069,6912-9,1,,"(-300, -50)",2316,,Regular,6912
29437,.01,Positive Effect,"(300, 210)",28082,6913-1a,1,,"(300, -90)",2317,,Regular,6913
29438,.01,Positive Effect,"(300, 210)",28082,6913-1a,1,,"(300, -70)",2318,,Regular,6913
29439,.01,Positive Effect,"(300, 210)",28082,6913-1a,1,,"(300, -50)",2319,,Regular,6913
29440,.01,Positive Effect,"(300, 210)",28082,6913-1a,1,,"(300, -30)",2320,,Regular,6913
29437,.01,Positive Effect,"(300, -250)",28083,6913-1a,1,,"(300, -90)",2321,,Regular,6913
29438,.01,Positive Effect,"(300, -250)",28083,6913-1a,1,,"(300, -70)",2322,,Regular,6913
29439,.01,Positive Effect,"(300, -250)",28083,6913-1a,1,,"(300, -50)",2323,,Regular,6913
29440,.01,Positive Effect,"(300, -250)",28083,6913-1a,1,,"(300, -30)",2324,,Regular,6913
29506,.01,Positive Effect,"(300, -90)",29437,6913-1b,1,,"(-300, 102)",2325,,Regular,6913
29507,.01,Positive Effect,"(300, -90)",29437,6913-1b,1,,"(-300, -40)",2326,,Regular,6913
29517,.01,Positive Effect,"(300, -90)",29437,6913-1b,1,,"(-300, -190)",2327,,Regular,6913
29518,.01,Positive Effect,"(300, -90)",29437,6913-1b,1,,"(-300, 130)",2328,,Regular,6913
29519,.01,Positive Effect,"(300, -90)",29437,6913-1b,1,,"(-300, -30)",2329,,Regular,6913
29506,.01,Positive Effect,"(300, -70)",29438,6913-1b,1,,"(-300, 102)",2330,,Regular,6913
29507,.01,Positive Effect,"(300, -70)",29438,6913-1b,1,,"(-300, -40)",2331,,Regular,6913
29517,.01,Positive Effect,"(300, -70)",29438,6913-1b,1,,"(-300, -190)",2332,,Regular,6913
29518,.01,Positive Effect,"(300, -70)",29438,6913-1b,1,,"(-300, 130)",2333,,Regular,6913
29519,.01,Positive Effect,"(300, -70)",29438,6913-1b,1,,"(-300, -30)",2334,,Regular,6913
29506,.01,Positive Effect,"(300, -50)",29439,6913-1b,1,,"(-300, 102)",2335,,Regular,6913
29507,.01,Positive Effect,"(300, -50)",29439,6913-1b,1,,"(-300, -40)",2336,,Regular,6913
29517,.01,Positive Effect,"(300, -50)",29439,6913-1b,1,,"(-300, -190)",2337,,Regular,6913
29518,.01,Positive Effect,"(300, -50)",29439,6913-1b,1,,"(-300, 130)",2338,,Regular,6913
29519,.01,Positive Effect,"(300, -50)",29439,6913-1b,1,,"(-300, -30)",2339,,Regular,6913
29506,.01,Positive Effect,"(300, -30)",29440,6913-1b,1,,"(-300, 102)",2340,,Regular,6913
29507,.01,Positive Effect,"(300, -30)",29440,6913-1b,1,,"(-300, -40)",2341,,Regular,6913
29517,.01,Positive Effect,"(300, -30)",29440,6913-1b,1,,"(-300, -190)",2342,,Regular,6913
29518,.01,Positive Effect,"(300, -30)",29440,6913-1b,1,,"(-300, 130)",2343,,Regular,6913
29519,.01,Positive Effect,"(300, -30)",29440,6913-1b,1,,"(-300, -30)",2344,,Regular,6913
28084,.01,Positive Effect,"(-300, 102)",29506,6913-2,1,,"(-300, -163)",2345,,Regular,6913
28084,.01,Positive Effect,"(-300, -40)",29507,6913-2,1,,"(-300, -163)",2346,,Regular,6913
28084,.01,Positive Effect,"(-300, -190)",29517,6913-2,1,,"(-300, -163)",2347,,Regular,6913
28084,.01,Positive Effect,"(-300, 130)",29518,6913-2,1,,"(-300, -163)",2348,,Regular,6913
28084,.01,Positive Effect,"(-300, -30)",29519,6913-2,1,,"(-300, -163)",2349,,Regular,6913
28100,.01,Positive Effect,"(-300, 102)",29506,6913-2,1,,"(-300, -88)",2350,,Regular,6913
28100,.01,Positive Effect,"(-300, -40)",29507,6913-2,1,,"(-300, -88)",2351,,Regular,6913
28100,.01,Positive Effect,"(-300, -190)",29517,6913-2,1,,"(-300, -88)",2352,,Regular,6913
28100,.01,Positive Effect,"(-300, 130)",29518,6913-2,1,,"(-300, -88)",2353,,Regular,6913
28100,.01,Positive Effect,"(-300, -30)",29519,6913-2,1,,"(-300, -88)",2354,,Regular,6913
28101,.01,Positive Effect,"(-300, 102)",29506,6913-2,1,,"(-300, -42)",2355,,Regular,6913
28101,.01,Positive Effect,"(-300, -40)",29507,6913-2,1,,"(-300, -42)",2356,,Regular,6913
28101,.01,Positive Effect,"(-300, -190)",29517,6913-2,1,,"(-300, -42)",2357,,Regular,6913
28101,.01,Positive Effect,"(-300, 130)",29518,6913-2,1,,"(-300, -42)",2358,,Regular,6913
28101,.01,Positive Effect,"(-300, -30)",29519,6913-2,1,,"(-300, -42)",2359,,Regular,6913
29114,.01,Positive Effect,"(-300, 102)",29506,6913-2,1,,"(-300, -25)",2360,,Regular,6913
29114,.01,Positive Effect,"(-300, -40)",29507,6913-2,1,,"(-300, -25)",2361,,Regular,6913
29114,.01,Positive Effect,"(-300, -190)",29517,6913-2,1,,"(-300, -25)",2362,,Regular,6913
29114,.01,Positive Effect,"(-300, 130)",29518,6913-2,1,,"(-300, -25)",2363,,Regular,6913
29114,.01,Positive Effect,"(-300, -30)",29519,6913-2,1,,"(-300, -25)",2364,,Regular,6913
28084,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29506,"(-300, -163)",2365,"(-300, 102)",Mediator,6913
28084,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29507,"(-300, -163)",2366,"(-300, -40)",Mediator,6913
28084,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29517,"(-300, -163)",2367,"(-300, -190)",Mediator,6913
28084,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29518,"(-300, -163)",2368,"(-300, 130)",Mediator,6913
28084,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29519,"(-300, -163)",2369,"(-300, -30)",Mediator,6913
28084,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29437,"(-300, -163)",2370,"(300, -90)",Mediator,6913
28084,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29438,"(-300, -163)",2371,"(300, -70)",Mediator,6913
28084,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29439,"(-300, -163)",2372,"(300, -50)",Mediator,6913
28084,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29440,"(-300, -163)",2373,"(300, -30)",Mediator,6913
28084,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29506,"(-300, -163)",2374,"(-300, 102)",Mediator,6913
28084,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29507,"(-300, -163)",2375,"(-300, -40)",Mediator,6913
28084,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29517,"(-300, -163)",2376,"(-300, -190)",Mediator,6913
28084,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29518,"(-300, -163)",2377,"(-300, 130)",Mediator,6913
28084,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29519,"(-300, -163)",2378,"(-300, -30)",Mediator,6913
28084,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29437,"(-300, -163)",2379,"(300, -90)",Mediator,6913
28084,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29438,"(-300, -163)",2380,"(300, -70)",Mediator,6913
28084,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29439,"(-300, -163)",2381,"(300, -50)",Mediator,6913
28084,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29440,"(-300, -163)",2382,"(300, -30)",Mediator,6913
28100,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29506,"(-300, -88)",2383,"(-300, 102)",Mediator,6913
28100,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29507,"(-300, -88)",2384,"(-300, -40)",Mediator,6913
28100,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29517,"(-300, -88)",2385,"(-300, -190)",Mediator,6913
28100,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29518,"(-300, -88)",2386,"(-300, 130)",Mediator,6913
28100,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29519,"(-300, -88)",2387,"(-300, -30)",Mediator,6913
28100,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29437,"(-300, -88)",2388,"(300, -90)",Mediator,6913
28100,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29438,"(-300, -88)",2389,"(300, -70)",Mediator,6913
28100,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29439,"(-300, -88)",2390,"(300, -50)",Mediator,6913
28100,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29440,"(-300, -88)",2391,"(300, -30)",Mediator,6913
28100,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29506,"(-300, -88)",2392,"(-300, 102)",Mediator,6913
28100,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29507,"(-300, -88)",2393,"(-300, -40)",Mediator,6913
28100,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29517,"(-300, -88)",2394,"(-300, -190)",Mediator,6913
28100,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29518,"(-300, -88)",2395,"(-300, 130)",Mediator,6913
28100,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29519,"(-300, -88)",2396,"(-300, -30)",Mediator,6913
28100,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29437,"(-300, -88)",2397,"(300, -90)",Mediator,6913
28100,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29438,"(-300, -88)",2398,"(300, -70)",Mediator,6913
28100,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29439,"(-300, -88)",2399,"(300, -50)",Mediator,6913
28100,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29440,"(-300, -88)",2400,"(300, -30)",Mediator,6913
28101,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29506,"(-300, -42)",2401,"(-300, 102)",Mediator,6913
28101,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29507,"(-300, -42)",2402,"(-300, -40)",Mediator,6913
28101,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29517,"(-300, -42)",2403,"(-300, -190)",Mediator,6913
28101,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29518,"(-300, -42)",2404,"(-300, 130)",Mediator,6913
28101,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29519,"(-300, -42)",2405,"(-300, -30)",Mediator,6913
28101,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29437,"(-300, -42)",2406,"(300, -90)",Mediator,6913
28101,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29438,"(-300, -42)",2407,"(300, -70)",Mediator,6913
28101,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29439,"(-300, -42)",2408,"(300, -50)",Mediator,6913
28101,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29440,"(-300, -42)",2409,"(300, -30)",Mediator,6913
28101,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29506,"(-300, -42)",2410,"(-300, 102)",Mediator,6913
28101,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29507,"(-300, -42)",2411,"(-300, -40)",Mediator,6913
28101,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29517,"(-300, -42)",2412,"(-300, -190)",Mediator,6913
28101,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29518,"(-300, -42)",2413,"(-300, 130)",Mediator,6913
28101,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29519,"(-300, -42)",2414,"(-300, -30)",Mediator,6913
28101,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29437,"(-300, -42)",2415,"(300, -90)",Mediator,6913
28101,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29438,"(-300, -42)",2416,"(300, -70)",Mediator,6913
28101,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29439,"(-300, -42)",2417,"(300, -50)",Mediator,6913
28101,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29440,"(-300, -42)",2418,"(300, -30)",Mediator,6913
29114,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29506,"(-300, -25)",2419,"(-300, 102)",Mediator,6913
29114,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29507,"(-300, -25)",2420,"(-300, -40)",Mediator,6913
29114,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29517,"(-300, -25)",2421,"(-300, -190)",Mediator,6913
29114,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29518,"(-300, -25)",2422,"(-300, 130)",Mediator,6913
29114,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29519,"(-300, -25)",2423,"(-300, -30)",Mediator,6913
29114,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29437,"(-300, -25)",2424,"(300, -90)",Mediator,6913
29114,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29438,"(-300, -25)",2425,"(300, -70)",Mediator,6913
29114,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29439,"(-300, -25)",2426,"(300, -50)",Mediator,6913
29114,.05,Positive Effect,"(300, 210)",28082,6913-3,1,29440,"(-300, -25)",2427,"(300, -30)",Mediator,6913
29114,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29506,"(-300, -25)",2428,"(-300, 102)",Mediator,6913
29114,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29507,"(-300, -25)",2429,"(-300, -40)",Mediator,6913
29114,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29517,"(-300, -25)",2430,"(-300, -190)",Mediator,6913
29114,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29518,"(-300, -25)",2431,"(-300, 130)",Mediator,6913
29114,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29519,"(-300, -25)",2432,"(-300, -30)",Mediator,6913
29114,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29437,"(-300, -25)",2433,"(300, -90)",Mediator,6913
29114,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29438,"(-300, -25)",2434,"(300, -70)",Mediator,6913
29114,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29439,"(-300, -25)",2435,"(300, -50)",Mediator,6913
29114,.05,Positive Effect,"(300, -250)",28083,6913-3,1,29440,"(-300, -25)",2436,"(300, -30)",Mediator,6913
28084,.05,Positive Effect,"(-300, 102)",29506,6913-4,1,29520,"(-300, -163)",2437,"(-200, -142)",Moderator,6913
28084,.05,Positive Effect,"(-300, -40)",29507,6913-4,1,29520,"(-300, -163)",2438,"(-200, -142)",Moderator,6913
28084,.05,Positive Effect,"(-300, -190)",29517,6913-4,1,29520,"(-300, -163)",2439,"(-200, -142)",Moderator,6913
28084,.05,Positive Effect,"(-300, 130)",29518,6913-4,1,29520,"(-300, -163)",2440,"(-200, -142)",Moderator,6913
28084,.05,Positive Effect,"(-300, -30)",29519,6913-4,1,29520,"(-300, -163)",2441,"(-200, -142)",Moderator,6913
28084,.05,Positive Effect,"(-300, 102)",29506,6913-4,1,29521,"(-300, -163)",2442,"(-200, -38)",Moderator,6913
28084,.05,Positive Effect,"(-300, -40)",29507,6913-4,1,29521,"(-300, -163)",2443,"(-200, -38)",Moderator,6913
28084,.05,Positive Effect,"(-300, -190)",29517,6913-4,1,29521,"(-300, -163)",2444,"(-200, -38)",Moderator,6913
28084,.05,Positive Effect,"(-300, 130)",29518,6913-4,1,29521,"(-300, -163)",2445,"(-200, -38)",Moderator,6913
28084,.05,Positive Effect,"(-300, -30)",29519,6913-4,1,29521,"(-300, -163)",2446,"(-200, -38)",Moderator,6913
28084,.05,Positive Effect,"(-300, 102)",29506,6913-4,1,29522,"(-300, -163)",2447,"(-200, 66)",Moderator,6913
28084,.05,Positive Effect,"(-300, -40)",29507,6913-4,1,29522,"(-300, -163)",2448,"(-200, 66)",Moderator,6913
28084,.05,Positive Effect,"(-300, -190)",29517,6913-4,1,29522,"(-300, -163)",2449,"(-200, 66)",Moderator,6913
28084,.05,Positive Effect,"(-300, 130)",29518,6913-4,1,29522,"(-300, -163)",2450,"(-200, 66)",Moderator,6913
28084,.05,Positive Effect,"(-300, -30)",29519,6913-4,1,29522,"(-300, -163)",2451,"(-200, 66)",Moderator,6913
28084,.05,Positive Effect,"(-300, 102)",29506,6913-4,1,29523,"(-300, -163)",2452,"(-200, -325)",Moderator,6913
28084,.05,Positive Effect,"(-300, -40)",29507,6913-4,1,29523,"(-300, -163)",2453,"(-200, -325)",Moderator,6913
28084,.05,Positive Effect,"(-300, -190)",29517,6913-4,1,29523,"(-300, -163)",2454,"(-200, -325)",Moderator,6913
28084,.05,Positive Effect,"(-300, 130)",29518,6913-4,1,29523,"(-300, -163)",2455,"(-200, -325)",Moderator,6913
28084,.05,Positive Effect,"(-300, -30)",29519,6913-4,1,29523,"(-300, -163)",2456,"(-200, -325)",Moderator,6913
28100,.05,Positive Effect,"(-300, 102)",29506,6913-4,1,29520,"(-300, -88)",2457,"(-200, -142)",Moderator,6913
28100,.05,Positive Effect,"(-300, -40)",29507,6913-4,1,29520,"(-300, -88)",2458,"(-200, -142)",Moderator,6913
28100,.05,Positive Effect,"(-300, -190)",29517,6913-4,1,29520,"(-300, -88)",2459,"(-200, -142)",Moderator,6913
28100,.05,Positive Effect,"(-300, 130)",29518,6913-4,1,29520,"(-300, -88)",2460,"(-200, -142)",Moderator,6913
28100,.05,Positive Effect,"(-300, -30)",29519,6913-4,1,29520,"(-300, -88)",2461,"(-200, -142)",Moderator,6913
28100,.05,Positive Effect,"(-300, 102)",29506,6913-4,1,29521,"(-300, -88)",2462,"(-200, -38)",Moderator,6913
28100,.05,Positive Effect,"(-300, -40)",29507,6913-4,1,29521,"(-300, -88)",2463,"(-200, -38)",Moderator,6913
28100,.05,Positive Effect,"(-300, -190)",29517,6913-4,1,29521,"(-300, -88)",2464,"(-200, -38)",Moderator,6913
28100,.05,Positive Effect,"(-300, 130)",29518,6913-4,1,29521,"(-300, -88)",2465,"(-200, -38)",Moderator,6913
28100,.05,Positive Effect,"(-300, -30)",29519,6913-4,1,29521,"(-300, -88)",2466,"(-200, -38)",Moderator,6913
28100,.05,Positive Effect,"(-300, 102)",29506,6913-4,1,29522,"(-300, -88)",2467,"(-200, 66)",Moderator,6913
28100,.05,Positive Effect,"(-300, -40)",29507,6913-4,1,29522,"(-300, -88)",2468,"(-200, 66)",Moderator,6913
28100,.05,Positive Effect,"(-300, -190)",29517,6913-4,1,29522,"(-300, -88)",2469,"(-200, 66)",Moderator,6913
28100,.05,Positive Effect,"(-300, 130)",29518,6913-4,1,29522,"(-300, -88)",2470,"(-200, 66)",Moderator,6913
28100,.05,Positive Effect,"(-300, -30)",29519,6913-4,1,29522,"(-300, -88)",2471,"(-200, 66)",Moderator,6913
28100,.05,Positive Effect,"(-300, 102)",29506,6913-4,1,29523,"(-300, -88)",2472,"(-200, -325)",Moderator,6913
28100,.05,Positive Effect,"(-300, -40)",29507,6913-4,1,29523,"(-300, -88)",2473,"(-200, -325)",Moderator,6913
28100,.05,Positive Effect,"(-300, -190)",29517,6913-4,1,29523,"(-300, -88)",2474,"(-200, -325)",Moderator,6913
28100,.05,Positive Effect,"(-300, 130)",29518,6913-4,1,29523,"(-300, -88)",2475,"(-200, -325)",Moderator,6913
28100,.05,Positive Effect,"(-300, -30)",29519,6913-4,1,29523,"(-300, -88)",2476,"(-200, -325)",Moderator,6913
28101,.05,Positive Effect,"(-300, 102)",29506,6913-4,1,29520,"(-300, -42)",2477,"(-200, -142)",Moderator,6913
28101,.05,Positive Effect,"(-300, -40)",29507,6913-4,1,29520,"(-300, -42)",2478,"(-200, -142)",Moderator,6913
28101,.05,Positive Effect,"(-300, -190)",29517,6913-4,1,29520,"(-300, -42)",2479,"(-200, -142)",Moderator,6913
28101,.05,Positive Effect,"(-300, 130)",29518,6913-4,1,29520,"(-300, -42)",2480,"(-200, -142)",Moderator,6913
28101,.05,Positive Effect,"(-300, -30)",29519,6913-4,1,29520,"(-300, -42)",2481,"(-200, -142)",Moderator,6913
28101,.05,Positive Effect,"(-300, 102)",29506,6913-4,1,29521,"(-300, -42)",2482,"(-200, -38)",Moderator,6913
28101,.05,Positive Effect,"(-300, -40)",29507,6913-4,1,29521,"(-300, -42)",2483,"(-200, -38)",Moderator,6913
28101,.05,Positive Effect,"(-300, -190)",29517,6913-4,1,29521,"(-300, -42)",2484,"(-200, -38)",Moderator,6913
28101,.05,Positive Effect,"(-300, 130)",29518,6913-4,1,29521,"(-300, -42)",2485,"(-200, -38)",Moderator,6913
28101,.05,Positive Effect,"(-300, -30)",29519,6913-4,1,29521,"(-300, -42)",2486,"(-200, -38)",Moderator,6913
28101,.05,Positive Effect,"(-300, 102)",29506,6913-4,1,29522,"(-300, -42)",2487,"(-200, 66)",Moderator,6913
28101,.05,Positive Effect,"(-300, -40)",29507,6913-4,1,29522,"(-300, -42)",2488,"(-200, 66)",Moderator,6913
28101,.05,Positive Effect,"(-300, -190)",29517,6913-4,1,29522,"(-300, -42)",2489,"(-200, 66)",Moderator,6913
28101,.05,Positive Effect,"(-300, 130)",29518,6913-4,1,29522,"(-300, -42)",2490,"(-200, 66)",Moderator,6913
28101,.05,Positive Effect,"(-300, -30)",29519,6913-4,1,29522,"(-300, -42)",2491,"(-200, 66)",Moderator,6913
28101,.05,Positive Effect,"(-300, 102)",29506,6913-4,1,29523,"(-300, -42)",2492,"(-200, -325)",Moderator,6913
28101,.05,Positive Effect,"(-300, -40)",29507,6913-4,1,29523,"(-300, -42)",2493,"(-200, -325)",Moderator,6913
28101,.05,Positive Effect,"(-300, -190)",29517,6913-4,1,29523,"(-300, -42)",2494,"(-200, -325)",Moderator,6913
28101,.05,Positive Effect,"(-300, 130)",29518,6913-4,1,29523,"(-300, -42)",2495,"(-200, -325)",Moderator,6913
28101,.05,Positive Effect,"(-300, -30)",29519,6913-4,1,29523,"(-300, -42)",2496,"(-200, -325)",Moderator,6913
29114,.05,Positive Effect,"(-300, 102)",29506,6913-4,1,29520,"(-300, -25)",2497,"(-200, -142)",Moderator,6913
29114,.05,Positive Effect,"(-300, -40)",29507,6913-4,1,29520,"(-300, -25)",2498,"(-200, -142)",Moderator,6913
29114,.05,Positive Effect,"(-300, -190)",29517,6913-4,1,29520,"(-300, -25)",2499,"(-200, -142)",Moderator,6913
29114,.05,Positive Effect,"(-300, 130)",29518,6913-4,1,29520,"(-300, -25)",2500,"(-200, -142)",Moderator,6913
29114,.05,Positive Effect,"(-300, -30)",29519,6913-4,1,29520,"(-300, -25)",2501,"(-200, -142)",Moderator,6913
29114,.05,Positive Effect,"(-300, 102)",29506,6913-4,1,29521,"(-300, -25)",2502,"(-200, -38)",Moderator,6913
29114,.05,Positive Effect,"(-300, -40)",29507,6913-4,1,29521,"(-300, -25)",2503,"(-200, -38)",Moderator,6913
29114,.05,Positive Effect,"(-300, -190)",29517,6913-4,1,29521,"(-300, -25)",2504,"(-200, -38)",Moderator,6913
29114,.05,Positive Effect,"(-300, 130)",29518,6913-4,1,29521,"(-300, -25)",2505,"(-200, -38)",Moderator,6913
29114,.05,Positive Effect,"(-300, -30)",29519,6913-4,1,29521,"(-300, -25)",2506,"(-200, -38)",Moderator,6913
29114,.05,Positive Effect,"(-300, 102)",29506,6913-4,1,29522,"(-300, -25)",2507,"(-200, 66)",Moderator,6913
29114,.05,Positive Effect,"(-300, -40)",29507,6913-4,1,29522,"(-300, -25)",2508,"(-200, 66)",Moderator,6913
29114,.05,Positive Effect,"(-300, -190)",29517,6913-4,1,29522,"(-300, -25)",2509,"(-200, 66)",Moderator,6913
29114,.05,Positive Effect,"(-300, 130)",29518,6913-4,1,29522,"(-300, -25)",2510,"(-200, 66)",Moderator,6913
29114,.05,Positive Effect,"(-300, -30)",29519,6913-4,1,29522,"(-300, -25)",2511,"(-200, 66)",Moderator,6913
29114,.05,Positive Effect,"(-300, 102)",29506,6913-4,1,29523,"(-300, -25)",2512,"(-200, -325)",Moderator,6913
29114,.05,Positive Effect,"(-300, -40)",29507,6913-4,1,29523,"(-300, -25)",2513,"(-200, -325)",Moderator,6913
29114,.05,Positive Effect,"(-300, -190)",29517,6913-4,1,29523,"(-300, -25)",2514,"(-200, -325)",Moderator,6913
