"cost_level","ADM_RATE","SATMTMID","LOCALE","region","GRAD_DEBT_MDN","C150_4","SATVRMID","PFTFAC","md_earn_wne_p8","UGDS","COSTT4_A","ROI","AVG_INC","Major_Cluster"
"Low",0.6571039413845394,531.1777777777778,"Town:Distant","Great Lakes",20500.0,0.4086,523.5020210185934,0.375,38900.0,1401.0,15977.0,2.43474995305752,74986.36253,"Professional"
"Low",0.6571039413845394,531.1777777777778,"Suburb:Small","Great Lakes",20500.0,0.3941,523.5020210185934,0.3786,38900.0,2503.0,18598.0,2.09162275513496,74986.36253,"Professional"
"High",0.6329,650.0,"City:Large","Great Lakes",20500.0,0.7991,600.0,0.6738,38900.0,41709.0,25337.0,1.53530410072226,74986.36253,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Rural:Fringe","Great Lakes",22429.5,0.2698,523.5020210185934,0.25,35800.0,923.0,14164.0,2.52753459474725,64882.86797,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Town:Distant","Great Lakes",22429.5,0.2614,523.5020210185934,0.2039,35800.0,2209.0,14045.0,2.54894980420078,64882.86797,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Suburb:Midsize","Great Lakes",22429.5,0.3028,523.5020210185934,0.2029,35800.0,1831.0,14066.0,2.545144319636,64882.86797,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Rural:Fringe","Great Lakes",22429.5,0.3175,523.5020210185934,0.2222,35800.0,2258.0,13611.0,2.63022555286166,64882.86797,"Specialized"
"High",0.8617,535.0,"Town:Distant","Great Lakes",22429.5,0.6503,540.0,0.7463,35800.0,21503.0,24069.0,1.48739041921143,64882.86797,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Town:Distant","Great Lakes",22429.5,0.3929,523.5020210185934,0.3276,35800.0,1982.0,12806.0,2.79556457910355,64882.86797,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Town:Fringe","Great Lakes",11860.0,0.4732235186873289,523.5020210185934,0.4922533516483511,20400.0,204.0,17225.0,1.18432510885341,27831.57496,"Specialized"
"Low",1.0,531.1777777777778,"City:Small","Great Lakes",14309.0,0.4732235186873289,523.5020210185934,0.4922533516483511,46600.0,80.0,9116.0,5.11189118034226,42852.17532,"Specialized"
"High",0.6983,580.0,"Suburb:Large","Great Lakes",25000.0,0.6121,585.0,0.7092,36500.0,1819.0,48998.0,0.744928364423038,96614.08877,"Comprehensive"
"High",0.7928,545.0,"Suburb:Large","Great Lakes",25000.0,0.617,540.0,0.5627,37100.0,2484.0,38788.0,0.956481385995669,79795.8723,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Suburb:Large","Great Lakes",20000.0,0.4732235186873289,523.5020210185934,0.1579,26800.0,15908.0,10904.0,2.45781364636831,29297.42939,"Specialized"
"High",0.8,531.1777777777778,"Suburb:Large","Great Lakes",16569.0,0.4732235186873289,523.5020210185934,0.2542,26200.0,328.0,27528.0,0.951758209822726,32615.10968,"Specialized"
"High",0.6571039413845394,531.1777777777778,"Suburb:Large","Great Lakes",17160.0,0.4732235186873289,523.5020210185934,0.2067,30200.0,3070.0,23681.0,1.27528398293991,20070.3028,"Specialized"
"High",0.6571039413845394,531.1777777777778,"Rural:Distant","Great Lakes",18765.904755244756,0.4231,523.5020210185934,1.0,30500.0,1502.0,29314.0,1.04045848400082,32137.8914,"Comprehensive"
"High",0.6245,531.1777777777778,"Suburb:Large","Great Lakes",8000.0,0.4732235186873289,523.5020210185934,0.5714,29100.0,112.0,38642.0,0.753066611459034,43345.47677142704,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Town:Fringe","Great Lakes",23000.0,0.2819,523.5020210185934,0.4778,29700.0,4436.0,19462.0,1.52605076559449,41341.13403,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"City:Midsize","Great Lakes",10262.0,0.4732235186873289,523.5020210185934,0.3058,25400.0,19051.0,7172.0,3.54155047406581,27637.66858,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Town:Distant","Great Lakes",22625.0,0.4732235186873289,523.5020210185934,0.4922533516483511,13800.0,152.0,17570.0,0.785429709732499,15676.95487,"Specialized"
"High",0.6571039413845394,531.1777777777778,"Town:Fringe","Great Lakes",26789.0,0.4732235186873289,523.5020210185934,0.0606,18300.0,218.0,29299.0,0.624594696064712,12726.65961,"Specialized"
"High",0.6571039413845394,531.1777777777778,"Town:Remote","Great Lakes",26789.0,0.4732235186873289,523.5020210185934,0.4922533516483511,18300.0,196.0,28981.0,0.631448190193575,12726.65961,"Specialized"
"High",0.6571039413845394,531.1777777777778,"Rural:Fringe","Great Lakes",26789.0,0.4732235186873289,523.5020210185934,0.4922533516483511,18300.0,93.0,28856.0,0.63418353202107,12726.65961,"Specialized"
"High",0.6571039413845394,531.1777777777778,"Town:Distant","Great Lakes",26789.0,0.4732235186873289,523.5020210185934,0.1628,18300.0,269.0,29299.0,0.624594696064712,12726.65961,"Specialized"
"High",0.6571039413845394,531.1777777777778,"Suburb:Large","Great Lakes",15166.0,0.4732235186873289,523.5020210185934,0.2358,28200.0,1522.0,28079.0,1.00430927027316,23113.01689,"Specialized"
"High",0.6571039413845394,531.1777777777778,"City:Midsize","Great Lakes",15166.0,0.4732235186873289,523.5020210185934,0.1468,28200.0,1022.0,28303.0,0.996360809808148,23113.01689,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"NA","Great Lakes",19000.0,0.4732235186873289,523.5020210185934,0.5625,14300.0,199.0,21844.0,0.654642006958433,13224.65903,"Specialized"
"High",0.6571039413845394,531.1777777777778,"Suburb:Large","Great Lakes",19000.0,0.4732235186873289,523.5020210185934,0.4118,14300.0,464.0,25174.0,0.568046397076349,13224.65903,"Specialized"
"High",0.6571039413845394,531.1777777777778,"NA","Great Lakes",19000.0,0.4732235186873289,523.5020210185934,0.6316,14300.0,266.0,25214.0,0.567145236773221,13224.65903,"Specialized"
"High",0.6571039413845394,531.1777777777778,"City:Midsize","Great Lakes",19000.0,0.4732235186873289,523.5020210185934,0.6563,14300.0,340.0,25966.0,0.550720172533313,13224.65903,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Suburb:Large","Great Lakes",20000.0,0.4732235186873289,523.5020210185934,0.2712,28900.0,13038.0,16015.0,1.8045582266625,23892.07528,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Suburb:Large","Great Lakes",20000.0,0.4732235186873289,523.5020210185934,0.1613,25000.0,951.0,20469.0,1.22135912843813,25836.85183,"Specialized"
"High",0.7642,560.0,"City:Small","Great Lakes",21500.0,0.7143,600.0,1.0,33100.0,2069.0,30680.0,1.07887874837027,98415.07939,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Town:Distant","Great Lakes",10834.0,0.4732235186873289,523.5020210185934,0.2752,26600.0,2775.0,10026.0,2.65310193496908,27471.74019,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Rural:Fringe","Great Lakes",15000.0,0.4732235186873289,523.5020210185934,0.2441,27900.0,2497.0,11440.0,2.43881118881119,27073.36995,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Town:Distant","Great Lakes",8810.5,0.4732235186873289,523.5020210185934,0.4922533516483511,16300.0,63.0,17092.0,0.953662532178797,30230.71237,"Specialized"
"High",0.5104,482.0,"Town:Distant","Great Lakes",23000.0,0.4681,465.0,1.0,34000.0,5361.0,30930.0,1.09925638538636,22714.15877,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"City:Large","Great Lakes",21500.0,0.4489,523.5020210185934,0.6457,37600.0,17176.0,20095.0,1.8711122169694,53799.59699,"Comprehensive"
"High",0.9524,531.1777777777778,"Suburb:Large","Great Lakes",23250.0,0.4732235186873289,523.5020210185934,0.4063,19900.0,318.0,26124.0,0.761751645996019,15446.91099,"Specialized"
"High",0.6571039413845394,531.1777777777778,"City:Large","Great Lakes",18750.0,0.0909,523.5020210185934,0.0878,41700.0,1101.0,24840.0,1.67874396135266,69311.98565,"Professional"
"High",0.6571039413845394,531.1777777777778,"Rural:Fringe","Great Lakes",25257.5,0.3042,523.5020210185934,0.9298,32500.0,960.0,30618.0,1.06146711084983,53514.92379,"Comprehensive"
"High",0.5451,465.0,"Suburb:Large","Great Lakes",27000.0,0.5435,470.0,0.3224,42400.0,938.0,33933.0,1.24952111513866,52833.17078,"Comprehensive"
"High",0.8451,531.1777777777778,"Suburb:Large","Great Lakes",24052.5,0.4732235186873289,523.5020210185934,0.1304,24200.0,208.0,24722.0,0.978885203462503,43207.5573,"Specialized"
"High",0.7691,530.0,"Suburb:Large","Great Lakes",25753.0,0.5973,500.0,1.0,39600.0,2359.0,33216.0,1.19219653179191,71906.55352,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Rural:Fringe","Great Lakes",13663.0,0.4732235186873289,523.5020210185934,0.3111,24100.0,1776.0,11100.0,2.17117117117117,30499.9459,"Specialized"
"Low",0.9247,531.1777777777778,"Rural:Fringe","Great Lakes",28938.0,0.2973,523.5020210185934,1.0,30200.0,599.0,22770.0,1.32630654369785,31991.63063,"Professional"
"High",0.9027,475.0,"Rural:Fringe","Great Lakes",24668.0,0.5109,480.0,0.9296,35000.0,1179.0,35377.0,0.989343358679368,62721.61527,"Comprehensive"
"High",0.7282,560.0,"City:Small","Great Lakes",26000.0,0.7131,570.0,0.71,37000.0,1837.0,47956.0,0.771540578863959,89549.2109,"Comprehensive"
"High",0.6066,605.0,"Town:Distant","Great Lakes",22638.0,0.75,610.0,0.8182,39900.0,1990.0,47570.0,0.83876392684465,43345.47677142704,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Suburb:Large","Great Lakes",22622.5,0.4057,523.5020210185934,0.9703,34500.0,13883.0,21705.0,1.58949550794748,52217.45119,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Rural:Fringe","Great Lakes",22622.5,0.5282,523.5020210185934,0.9643,34500.0,908.0,14908.0,2.31419372149182,52217.45119,"Comprehensive"
"High",0.7017,555.0,"City:Large","Great Lakes",23442.5,0.7725,540.0,0.515,43700.0,4355.0,42470.0,1.02896161996704,100890.0565,"Comprehensive"
"High",0.5467,531.1777777777778,"City:Small","Great Lakes",12500.0,0.403,523.5020210185934,0.1625,35100.0,615.0,25722.0,1.36459062281316,26162.33494,"Professional"
"Low",0.6571039413845394,531.1777777777778,"City:Small","Great Lakes",23625.0,0.3415,523.5020210185934,0.4327,31200.0,12978.0,16623.0,1.87691752391265,40797.09187,"Comprehensive"
"High",0.524,445.0,"Town:Distant","Southwest",22880.0,0.1429,434.0,0.2148,28300.0,1074.0,23700.0,1.19409282700422,38944.71612,"Professional"
"High",0.5794,410.0,"Town:Distant","Southwest",20832.0,0.4797,525.0,0.9394,46700.0,1006.0,29036.0,1.60834825733572,63170.40594,"Comprehensive"
"High",0.6571039413845394,531.1777777777778,"Suburb:Large","Southwest",18750.0,0.4362,523.5020210185934,0.3119,43400.0,1599.0,29582.0,1.46710837671557,55874.74946,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"City:Small","Southwest",14500.0,0.1821,523.5020210185934,0.5643,31100.0,5619.0,12671.0,2.45442348670192,33090.48042,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Town:Distant","Southwest",6750.0,0.4732235186873289,523.5020210185934,0.4649,24000.0,2394.0,9068.0,2.64666960741067,26932.17071,"Specialized"
"Low",0.7997,531.1777777777778,"Suburb:Large","Southwest",19768.5,0.3572,523.5020210185934,0.5028,35500.0,15158.0,16459.0,2.15687465824169,47895.53292,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Rural:Remote","Southwest",10362.5,0.4732235186873289,523.5020210185934,0.5532,26400.0,2563.0,15595.0,1.69285027252324,28638.17512,"Specialized"
"Low",0.9186,550.0,"Town:Remote","Southwest",18750.0,0.3422,430.0,0.6439,33100.0,3879.0,13399.0,2.4703336069856,39101.28391,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Town:Remote","Southwest",14703.0,0.4732235186873289,523.5020210185934,0.4694,27600.0,1659.0,7734.0,3.56865787432118,25817.16551,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Town:Distant","Southwest",9000.0,0.4732235186873289,523.5020210185934,0.2982,28500.0,1826.0,10916.0,2.61084646390619,30074.58272,"Specialized"
"Low",0.8889,531.1777777777778,"Suburb:Large","Southwest",17912.5,0.6222,523.5020210185934,0.3659,30200.0,206.0,21826.0,1.38367085127829,51767.86792,"Professional"
"Low",0.6571039413845394,531.1777777777778,"Rural:Distant","Southwest",31500.0,0.1284,523.5020210185934,0.9892,25200.0,2217.0,15246.0,1.65289256198347,27572.89758,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Rural:Distant","Southwest",15126.5,0.4732235186873289,523.5020210185934,1.0,26100.0,2092.0,13190.0,1.97877179681577,28723.88721,"Specialized"
"High",0.6724,531.1777777777778,"City:Large","Southwest",20188.0,0.4745,523.5020210185934,0.6292,37300.0,1194.0,24361.0,1.5311358318624,37491.69062,"Specialized"
"Low",0.5421,531.1777777777778,"Town:Remote","Southwest",18319.5,0.2608,523.5020210185934,0.6731,33000.0,7961.0,11967.0,2.75758335422412,40187.74542,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Town:Remote","Southwest",11000.0,0.4732235186873289,523.5020210185934,0.3561,28000.0,4623.0,10074.0,2.77943220170737,35599.0278,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Town:Distant","Southwest",9994.5,0.4732235186873289,523.5020210185934,0.5115,28200.0,2278.0,10542.0,2.67501422879909,32341.99402,"Specialized"
"Low",1.0,415.0,"Town:Remote","Southwest",15000.0,0.3692,425.0,1.0,33200.0,2005.0,12031.0,2.75953786052697,44248.92787,"Comprehensive"
"High",0.5119,540.0,"City:Large","Southwest",24100.0,0.4474,523.5020210185934,1.0,33200.0,1766.0,26713.0,1.24284056451915,83431.9151,"Comprehensive"
"Low",0.8904,435.0,"Rural:Distant","Southwest",15613.0,0.2157,395.0,0.9811,32300.0,1376.0,10186.0,3.17101904574907,46810.29819,"Comprehensive"
"Low",0.8169,565.0,"Town:Distant","Southwest",18875.0,0.6184,545.0,0.8486,39800.0,18836.0,20016.0,1.98840927258193,69331.34514,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"City:Large","Southwest",15589.5,0.0737,523.5020210185934,1.0,31100.0,7070.0,10850.0,2.86635944700461,29961.48937,"Professional"
"High",0.6593,545.0,"Town:Distant","Southwest",22701.0,0.5121,535.0,1.0,34100.0,1594.0,27338.0,1.24734801375375,61688.93188,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"City:Large","Southwest",10500.0,0.4732235186873289,523.5020210185934,0.1958,29700.0,13629.0,11988.0,2.47747747747748,28699.42923,"Specialized"
"High",0.7404,565.0,"City:Large","Southwest",21750.0,0.6005,570.0,0.6067,37000.0,2239.0,40050.0,0.923845193508115,80341.47142,"Comprehensive"
"Low",0.8185,598.0,"Suburb:Midsize","Southwest",20000.0,0.6789,580.0,0.8443,43300.0,20116.0,21954.0,1.97230573016307,68817.70345,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Town:Distant","Southwest",12000.0,0.2747,523.5020210185934,0.7072,31900.0,2838.0,10039.0,3.17760733140751,33935.88156,"Professional"
"High",0.5933,515.0,"City:Large","Southwest",26122.0,0.5558,527.0,0.6654,32200.0,2676.0,32924.0,0.978009962337505,59142.60542,"Comprehensive"
"Low",0.5418,531.1777777777778,"Town:Fringe","Southwest",18875.0,0.1245,523.5020210185934,0.3946,30500.0,4301.0,15385.0,1.98245043873903,41066.28235,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Suburb:Large","Southwest",11250.0,0.4732235186873289,523.5020210185934,0.3261,28000.0,7472.0,13645.0,2.05203371198241,28380.49911,"Specialized"
"High",0.5709,531.1777777777778,"Rural:Fringe","Southwest",25000.0,0.3059,523.5020210185934,0.1543,37400.0,687.0,29331.0,1.27510142852272,48371.60624,"Comprehensive"
"Low",0.2725,531.1777777777778,"Town:Distant","Southwest",19112.5,0.3906,523.5020210185934,0.5979,29100.0,1005.0,13266.0,2.1935775667119,47096.09824,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Town:Remote","Southwest",11455.0,0.4732235186873289,523.5020210185934,1.0,23900.0,1866.0,15467.0,1.54522531841986,25144.06522,"Specialized"
"Low",0.7752,531.1777777777778,"Town:Distant","Southwest",15547.0,0.2913,523.5020210185934,0.562,32200.0,3537.0,14159.0,2.27417190479554,39240.38538,"Comprehensive"
"Low",0.6974,480.0,"Suburb:Large","Southwest",22757.5,0.3171,460.0,0.2759,22800.0,636.0,20500.0,1.11219512195122,37685.89027,"Professional"
"Low",0.9231,531.1777777777778,"Town:Remote","Southwest",17365.0,0.3681,523.5020210185934,1.0,35200.0,4252.0,15136.0,2.32558139534884,49382.70312,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"City:Large","Southwest",10625.0,0.4732235186873289,523.5020210185934,0.2657,28600.0,16881.0,10214.0,2.8000783238692,29576.82148,"Specialized"
"High",0.4095,630.0,"City:Large","Southwest",24500.0,0.6784,620.0,0.7646,41400.0,2948.0,41449.0,0.998817824314218,81469.17963,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Rural:Fringe","Southwest",9900.0,0.4732235186873289,523.5020210185934,1.0,26100.0,1583.0,12059.0,2.16435857036238,29130.39819,"Specialized"
"High",0.4127,531.1777777777778,"City:Large","Far West",34875.0,0.338,523.5020210185934,0.2042,28700.0,1669.0,33043.0,0.868565202917411,44487.98519,"Professional"
"Low",0.6571039413845394,531.1777777777778,"Rural:Fringe","Far West",14999.0,0.4732235186873289,523.5020210185934,0.2209,29100.0,1622.0,12661.0,2.2983966511334,27335.07905,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"City:Small","Far West",17355.5,0.4732235186873289,523.5020210185934,0.3814,28000.0,6404.0,13121.0,2.13398369026751,26693.2875,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Suburb:Midsize","Far West",14960.0,0.4732235186873289,523.5020210185934,0.2766,28100.0,10889.0,12503.0,2.24746060945373,27139.20684,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Suburb:Large","Far West",12133.0,0.4732235186873289,523.5020210185934,0.2495,28900.0,7883.0,7155.0,4.03913347309574,29906.12193,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Rural:Fringe","Far West",18765.904755244756,0.4732235186873289,523.5020210185934,0.291,23800.0,930.0,11542.0,2.06203430947843,24809.86887,"Specialized"
"High",0.5762,520.0,"City:Large","Far West",23000.0,0.5088,510.0,0.2651,38800.0,1218.0,33007.0,1.17550822552792,63453.57861,"Comprehensive"
"Low",0.7401,485.0,"Town:Remote","Far West",21152.0,0.3173,485.0,0.8828,35100.0,3546.0,17841.0,1.9673785101732,42225.40598,"Comprehensive"
"Low",0.4661,531.1777777777778,"City:Midsize","Far West",23022.0,0.2439,523.5020210185934,0.36,26400.0,155.0,19745.0,1.33704735376045,34470.54503,"Specialized"
"High",0.7962,550.0,"Town:Fringe","Far West",21500.0,0.6152,560.0,0.485,38300.0,2155.0,39280.0,0.975050916496945,71205.03615,"Comprehensive"
"High",0.4738,531.1777777777778,"City:Large","Far West",12500.0,0.3636,523.5020210185934,0.225,35100.0,856.0,26660.0,1.3165791447862,26162.33494,"Professional"
"Low",0.6571039413845394,531.1777777777778,"Rural:Fringe","Far West",20000.0,0.4732235186873289,523.5020210185934,0.3463,25800.0,10096.0,12794.0,2.0165702673128,26468.78009,"Specialized"
"High",0.6602,625.0,"City:Large","Far West",20775.0,0.7306,660.0,0.8381,37600.0,2032.0,49228.0,0.763792963354189,88323.37971,"Comprehensive"
"High",0.7622,560.0,"Town:Distant","Far West",25000.0,0.7277,550.0,0.9593,47900.0,1658.0,41214.0,1.16222642791285,73720.06038,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"City:Small","Far West",13000.0,0.4732235186873289,523.5020210185934,0.3103,28200.0,6220.0,11609.0,2.42914979757085,31427.37714,"Specialized"
"High",0.697,531.1777777777778,"Suburb:Large","Far West",30407.5,0.0,523.5020210185934,0.2091,30500.0,839.0,26734.0,1.14086930500486,40776.81908,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Suburb:Large","Far West",14027.5,0.4732235186873289,523.5020210185934,0.2631,29500.0,9275.0,11342.0,2.60095221301358,26978.08464,"Specialized"
"High",0.7111,510.0,"City:Large","Far West",21941.0,0.4194,545.0,1.0,28800.0,583.0,26234.0,1.09781199969505,53578.15128,"Specialized"
"High",0.6563,515.0,"City:Midsize","Far West",21500.0,0.6042,510.0,0.8929,36100.0,471.0,32238.0,1.11979651343135,52671.24293,"Comprehensive"
"Low",0.6413,515.0,"Town:Remote","Far West",24999.0,0.4315,500.0,0.9116,48100.0,3126.0,17932.0,2.68235556546955,47328.91125,"Professional"
"High",0.8792,531.1777777777778,"Suburb:Large","Far West",37250.0,0.375,523.5020210185934,0.3448,24800.0,143.0,31028.0,0.799278071419363,48268.26057,"Specialized"
"Low",0.8111,555.0,"City:Small","Far West",21125.0,0.6102,535.0,0.7174,41600.0,20031.0,20459.0,2.03333496260814,64902.50413,"Comprehensive"
"Low",0.7879,555.0,"City:Midsize","Far West",20000.0,0.6584,550.0,0.6903,38000.0,20248.0,20343.0,1.86796441036229,79787.77074,"Comprehensive"
"High",0.523,531.1777777777778,"City:Large","Far West",26500.0,0.4167,523.5020210185934,0.2569,25200.0,521.0,38355.0,0.657019945248338,56291.66754,"Specialized"
"High",0.7511,560.0,"Suburb:Large","Far West",24750.0,0.6142,545.0,0.6218,37200.0,1555.0,42816.0,0.868834080717489,77338.76352,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"City:Large","Far West",15552.0,0.4732235186873289,523.5020210185934,0.2336,31800.0,30453.0,12172.0,2.61255340124877,26859.8146,"Specialized"
"Low",0.6945,520.0,"City:Large","Far West",23283.0,0.3833,525.0,0.4635,38200.0,20119.0,18711.0,2.0415798193576,40524.8475,"Comprehensive"
"High",0.6366,605.0,"City:Large","Far West",23750.0,0.7552,610.0,0.5396,48800.0,3332.0,46143.0,1.05758186507163,100595.1487,"Comprehensive"
"High",0.3985,675.0,"City:Large","Far West",16000.0,0.8017,710.0,0.9145,28400.0,1410.0,53700.0,0.528864059590317,104543.7723,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Rural:Fringe","Far West",17191.0,0.4732235186873289,523.5020210185934,0.1784,22800.0,4761.0,12359.0,1.8448094506028,20808.73054,"Specialized"
"High",0.6571039413845394,531.1777777777778,"Suburb:Large","Far West",15295.0,0.4483,523.5020210185934,1.0,26100.0,1687.0,23969.0,1.08890650423464,30691.57628,"Professional"
"Low",0.5948,495.0,"Suburb:Midsize","Far West",21000.0,0.331,515.0,0.6451,32700.0,4804.0,18153.0,1.80135514790944,49530.12506,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Town:Remote","Far West",13076.0,0.4732235186873289,523.5020210185934,1.0,26100.0,1709.0,11717.0,2.22753264487497,32975.11945,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Town:Distant","Far West",14250.0,0.4732235186873289,523.5020210185934,0.3064,24500.0,2344.0,12048.0,2.03353253652058,26496.40347,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Rural:Fringe","Far West",16333.0,0.4732235186873289,523.5020210185934,0.2331,26000.0,2280.0,15293.0,1.7001242398483,22855.86196,"Specialized"
"High",0.6119,495.0,"City:Large","Far West",25000.0,0.5588,490.0,0.9355,31800.0,1549.0,28355.0,1.1214953271028,46303.78304,"Comprehensive"
"High",0.4328,520.0,"City:Midsize","Far West",21219.0,0.5024,549.0,0.9057,32500.0,964.0,36200.0,0.897790055248619,68600.82956,"Professional"
"High",0.5991,531.1777777777778,"City:Large","Far West",9500.0,0.4732235186873289,523.5020210185934,0.2778,22700.0,559.0,28666.0,0.791878880904207,17062.39171,"Specialized"
"High",0.4059,595.0,"City:Midsize","Far West",21000.0,0.7705,615.0,0.7368,41300.0,1967.0,48301.0,0.855054760770999,102193.7635,"Comprehensive"
"Low",0.8894,475.0,"Town:Fringe","Far West",22125.0,0.391,480.0,0.4778,34000.0,5377.0,19884.0,1.70991752162543,57283.7144,"Comprehensive"
"High",0.4787,530.0,"City:Small","Mid East",26000.0,0.6,525.0,0.9917,41700.0,2304.0,43469.0,0.959304331822678,71100.03102,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"City:Large","Mid East",11500.0,0.4732235186873289,523.5020210185934,1.0,28500.0,19311.0,9496.0,3.00126368997473,30370.38035,"Specialized"
"High",0.5759,590.0,"Town:Distant","Mid East",26200.0,0.8039,595.0,0.8333,42200.0,2094.0,46320.0,0.911053540587219,43345.47677142704,"Comprehensive"
"High",0.7263,540.0,"Rural:Fringe","Mid East",18765.904755244756,0.6866,535.0,0.5282,43600.0,2376.0,42271.0,1.03143999432235,80653.85082,"Comprehensive"
"High",0.7519,495.0,"City:Small","Mid East",26312.0,0.5267,483.0,1.0,40400.0,2135.0,38448.0,1.05076987099459,71322.49304,"Comprehensive"
"High",0.6571039413845394,531.1777777777778,"Suburb:Large","Mid East",12000.0,0.4732235186873289,523.5020210185934,0.3846,20400.0,183.0,32140.0,0.634723086496577,73805.97507,"Specialized"
"High",0.6205,531.1777777777778,"Suburb:Midsize","Mid East",25236.5,0.6902,523.5020210185934,0.4063,28700.0,581.0,34022.0,0.843571806478161,52232.69713,"Professional"
"High",0.4666,531.1777777777778,"City:Large","Mid East",28250.5,0.3788,523.5020210185934,0.5754,26800.0,3258.0,38197.0,0.701625782129487,48286.57365,"Professional"
"High",0.3858,531.1777777777778,"City:Large","Mid East",31601.5,0.3681,523.5020210185934,0.6014,28900.0,2244.0,36400.0,0.793956043956044,24162.68596,"Professional"
"High",0.8106,495.0,"Suburb:Large","Mid East",17500.0,0.5649,520.0,0.8723,29400.0,619.0,27852.0,1.05557949159845,52000.76069,"Professional"
"Low",0.6571039413845394,531.1777777777778,"Suburb:Large","Mid East",12110.0,0.4732235186873289,523.5020210185934,0.1667,31400.0,2399.0,10324.0,3.04145679969004,44028.74476,"Specialized"
"High",0.5354,555.0,"Suburb:Large","Mid East",25000.0,0.6181,555.0,0.9859,38100.0,2174.0,44869.0,0.84913860349016,80906.85452,"Comprehensive"
"Low",0.7159,510.0,"City:Small","Mid East",23000.0,0.6107,495.0,0.8186,39500.0,9065.0,20188.0,1.9566078858728,80906.93457,"Comprehensive"
"High",0.8714,531.1777777777778,"City:Large","Mid East",12000.0,0.4732235186873289,523.5020210185934,0.5263,25100.0,487.0,25946.0,0.967393817929546,41059.80971,"Specialized"
"High",0.4625,660.0,"Suburb:Large","Mid East",20311.5,0.8732,655.0,0.7407,46800.0,1302.0,53780.0,0.870211974711789,95747.48199,"Comprehensive"
"High",0.2756,675.0,"Town:Distant","Mid East",24000.0,0.9098,635.0,1.0,54800.0,3535.0,55180.0,0.993113446901051,133667.8228,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Rural:Fringe","Mid East",10500.0,0.4732235186873289,523.5020210185934,0.2876,33900.0,9833.0,11687.0,2.90065885171558,45777.91059,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Town:Fringe","Mid East",9377.0,0.4732235186873289,523.5020210185934,1.0,28800.0,3934.0,7186.0,4.00779293069858,39585.94166,"Specialized"
"High",0.7176,455.0,"Suburb:Large","Mid East",25000.0,0.5247,460.0,1.0,38600.0,1342.0,46477.0,0.830518320889903,84033.78598,"Comprehensive"
"Low",0.6001,485.0,"Suburb:Small","Mid East",22775.0,0.4932,475.0,0.67,35200.0,7370.0,20954.0,1.67987019184881,65659.10429,"Comprehensive"
