"cost_level","ADM_RATE","SATMTMID","LOCALE","region","GRAD_DEBT_MDN","C150_4","SATVRMID","PFTFAC","md_earn_wne_p8","UGDS","COSTT4_A","ROI","AVG_INC","Major_Cluster"
"High",0.6317,630.0,"City:Midsize","Plains",21934.5,0.7763,590.0,0.6139,48000.0,3348.0,39550.0,1.21365360303413,100372.282,"Comprehensive"
"High",0.7983,455.0,"City:Small","Plains",25000.0,0.4125,445.0,1.0,32900.0,1674.0,30500.0,1.07868852459016,65630.80687,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Town:Remote","Plains",12000.0,0.4732235186873289,523.5020210185934,1.0,29800.0,847.0,14397.0,2.06987566854206,43504.94522,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"City:Small","Plains",9875.0,0.9872,523.5020210185934,0.6774,25300.0,242.0,19706.0,1.2838729321019,48344.05233,"Professional"
"Low",0.6571039413845394,531.1777777777778,"City:Midsize","Plains",12687.0,0.4732235186873289,523.5020210185934,0.2058,26800.0,7119.0,13019.0,2.05852984100161,31617.29007,"Specialized"
"Low",0.7483,475.0,"Suburb:Large","Plains",14675.0,0.4524,550.0,0.5938,29200.0,291.0,23116.0,1.26319432427756,56289.65366,"Professional"
"High",0.504,490.0,"Rural:Remote","Plains",23916.0,0.5059,480.0,0.931,33200.0,1366.0,31902.0,1.04068710425679,58612.64815,"Comprehensive"
"High",0.9307,455.0,"City:Midsize","Plains",23000.0,0.4074,420.0,0.3787,38900.0,2166.0,29512.0,1.31810788831662,61745.32592,"Comprehensive"
"High",0.448,660.0,"Town:Remote","Plains",11060.0,0.8779,660.0,0.9015,37600.0,1639.0,49062.0,0.766377236965472,43345.47677142704,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Town:Remote","Plains",29079.0,0.6078,523.5020210185934,0.5455,32000.0,310.0,19670.0,1.6268429079817,27264.06061,"Professional"
"High",0.6571039413845394,531.1777777777778,"City:Midsize","Plains",29079.0,0.4512,523.5020210185934,0.2727,32000.0,659.0,30068.0,1.06425435679127,27264.06061,"Professional"
"Low",0.6571039413845394,531.1777777777778,"City:Midsize","Plains",9500.0,0.7853,523.5020210185934,0.8,32900.0,250.0,18213.0,1.80640202053478,31809.87075,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"City:Small","Plains",12107.0,0.4732235186873289,523.5020210185934,0.5265,31900.0,4417.0,14263.0,2.23655612423754,44529.45633,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Town:Remote","Plains",13850.5,0.4732235186873289,523.5020210185934,0.791,29800.0,3367.0,14287.0,2.08581227689508,35352.94354,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Town:Remote","Plains",12000.0,0.4732235186873289,523.5020210185934,1.0,31000.0,3796.0,11544.0,2.68537768537769,37234.97019,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Town:Remote","Plains",12000.0,0.4732235186873289,523.5020210185934,0.9785,29800.0,2205.0,13421.0,2.22040086431711,41694.3557,"Specialized"
"Low",0.8055,600.0,"City:Small","Plains",24750.0,0.6751,550.0,0.8297,43500.0,23857.0,18834.0,2.30965275565467,85856.00041,"Comprehensive"
"High",0.6433,492.0,"Town:Remote","Plains",25000.0,0.2519,484.0,1.0,30800.0,741.0,33428.0,0.921383271508915,51935.4725,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"City:Small","Plains",11500.0,0.4732235186873289,523.5020210185934,0.938,29600.0,5484.0,12432.0,2.38095238095238,41252.77572,"Specialized"
"Low",0.7976,613.0,"City:Small","Plains",21000.0,0.7082,540.0,0.801,44000.0,20954.0,20353.0,2.16184346288017,88501.23974,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"City:Midsize","Plains",12698.5,0.4732235186873289,523.5020210185934,0.2939,31500.0,14047.0,14595.0,2.15827338129496,42849.79194,"Specialized"
"High",0.762,511.0,"City:Small","Plains",25000.0,0.5879,523.5020210185934,0.745,38200.0,1494.0,35335.0,1.08108108108108,103393.6151,"Comprehensive"
"High",0.7214,575.0,"Town:Remote","Plains",25000.0,0.6932,533.0,0.7309,39900.0,2411.0,42707.0,0.934273069988526,104389.3704,"Comprehensive"
"High",0.4112,531.1777777777778,"Town:Remote","Plains",27987.5,0.5,523.5020210185934,0.7065,20400.0,347.0,34563.0,0.590226542834823,23973.01917,"Professional"
"Low",0.6571039413845394,531.1777777777778,"Rural:Fringe","Plains",12500.0,0.4732235186873289,523.5020210185934,0.8636,28700.0,1481.0,13134.0,2.18516826557028,37381.69837,"Specialized"
"High",0.5483,531.1777777777778,"City:Midsize","Plains",20000.0,0.5,523.5020210185934,1.0,46800.0,820.0,23694.0,1.97518359078248,57425.06447,"Specialized"
"High",0.6017,531.1777777777778,"City:Small","Plains",25000.0,0.5728,523.5020210185934,0.399,36600.0,1278.0,34038.0,1.0752688172043,73751.0411,"Comprehensive"
"High",0.6994,531.1777777777778,"City:Midsize","Plains",23456.0,0.6022,523.5020210185934,1.0,40900.0,1515.0,34300.0,1.19241982507289,66261.65989,"Comprehensive"
"Low",0.9004,504.0,"Town:Distant","Plains",27406.0,0.2206,459.0,0.0205,37400.0,66864.0,23329.0,1.60315487161901,23429.00508,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Town:Remote","Plains",9784.0,0.4732235186873289,523.5020210185934,0.474,29200.0,3457.0,10471.0,2.78865437876039,41024.77435,"Specialized"
"Low",0.773,531.1777777777778,"City:Small","Plains",21500.0,0.6675,523.5020210185934,0.7683,38700.0,11256.0,18554.0,2.08580360030182,79479.52743,"Comprehensive"
"High",0.7438,534.0,"Town:Distant","Plains",25000.0,0.6551,499.0,0.6538,32600.0,1184.0,35452.0,0.919553198691188,75614.80835,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Rural:Distant","Plains",14321.0,0.4732235186873289,523.5020210185934,0.3343,29700.0,3300.0,14098.0,2.10668179883671,39013.95568,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Rural:Fringe","Plains",9500.0,0.4732235186873289,523.5020210185934,0.2837,35300.0,912.0,13747.0,2.56783298174147,47503.58791,"Specialized"
"Low",0.4444,531.1777777777778,"City:Midsize","Plains",5500.0,0.6957,523.5020210185934,0.8476,36500.0,59.0,22164.0,1.64681465439451,40335.42005,"Specialized"
"High",0.8392,531.1777777777778,"City:Midsize","Plains",24250.0,0.6183,523.5020210185934,0.9814,40500.0,2686.0,35945.0,1.12672137988594,85756.25999,"Comprehensive"
"High",0.0976,531.1777777777778,"City:Small","Plains",15250.0,0.4732235186873289,523.5020210185934,0.5806,40800.0,193.0,24706.0,1.65142070752044,56667.70936,"Specialized"
"High",0.8482,531.1777777777778,"Town:Fringe","Plains",25000.0,0.6875,523.5020210185934,0.5419,40400.0,1817.0,37772.0,1.06957534681775,79968.01989,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Town:Remote","Plains",10449.0,0.4732235186873289,523.5020210185934,0.9875,25700.0,3196.0,10230.0,2.51221896383187,31514.4792,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Town:Remote","Plains",12000.0,0.4732235186873289,523.5020210185934,0.3802,28500.0,1135.0,10533.0,2.70578182853888,41715.66648,"Specialized"
"High",0.6012,450.0,"Rural:Remote","Plains",23451.0,0.4524,523.5020210185934,1.0,39000.0,5056.0,32604.0,1.19617224880383,44058.97349,"Comprehensive"
"High",0.4851,464.0,"Town:Remote","Plains",22818.5,0.4534,451.0,0.9545,32000.0,772.0,28718.0,1.11428372449335,55501.31259,"Comprehensive"
"High",0.7604,538.0,"Town:Distant","Plains",25000.0,0.6313,472.0,1.0,39700.0,1757.0,39312.0,1.00986975986976,84628.65176,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"City:Small","Plains",11000.0,0.4732235186873289,523.5020210185934,0.2077,27700.0,3938.0,9871.0,2.80619997973863,37414.7043,"Specialized"
"High",0.6236,435.0,"Town:Remote","Plains",24468.5,0.4028,400.0,0.3543,36900.0,1661.0,29974.0,1.23106692466805,50766.82249,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Town:Remote","Plains",8175.0,0.4732235186873289,523.5020210185934,0.1838,27600.0,2784.0,9338.0,2.95566502463054,36211.84314,"Specialized"
"High",0.9211,498.0,"Town:Fringe","Plains",25000.0,0.5481,503.0,0.1309,45500.0,1962.0,34990.0,1.30037153472421,68567.16404,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Rural:Fringe","Plains",11000.0,0.4732235186873289,523.5020210185934,0.3349,28000.0,3435.0,12321.0,2.27254281308335,37079.41856,"Specialized"
"High",0.5882,555.0,"Town:Distant","Plains",24873.5,0.5578,555.0,0.9159,35000.0,1640.0,34602.0,1.0115022253049,94812.86188,"Comprehensive"
"High",0.5969,485.0,"Town:Remote","Plains",25000.0,0.4189,455.0,0.4861,33500.0,581.0,30700.0,1.09120521172638,64972.85973,"Comprehensive"
"High",0.6972,490.0,"Town:Distant","Plains",18765.904755244756,0.5208,445.0,0.875,35400.0,523.0,31614.0,1.11975706965269,70409.1334,"Comprehensive"
"High",0.6571039413845394,531.1777777777778,"Suburb:Large","Plains",19947.5,0.4732235186873289,523.5020210185934,0.2031,21500.0,515.0,27971.0,0.768653248006864,29963.28798,"Specialized"
"High",0.6571039413845394,531.1777777777778,"Town:Remote","Plains",19947.5,0.4732235186873289,523.5020210185934,0.3208,21500.0,521.0,30144.0,0.713243099787686,29963.28798,"Specialized"
"High",1.0,531.1777777777778,"City:Midsize","Plains",27591.0,0.4732235186873289,523.5020210185934,0.0909,24700.0,200.0,31581.0,0.782115829137773,17812.30804,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Town:Distant","Plains",10300.0,0.4732235186873289,523.5020210185934,1.0,28300.0,7338.0,10596.0,2.67081917704794,38752.84987,"Specialized"
"High",0.6571039413845394,531.1777777777778,"Town:Remote","Plains",24000.0,0.5435,523.5020210185934,0.5429,28200.0,391.0,26826.0,1.05121896667412,40751.11633,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Rural:Fringe","Plains",8063.0,0.4732235186873289,523.5020210185934,0.2953,27500.0,1233.0,9508.0,2.89230122002524,34973.28964,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Town:Remote","Plains",6987.5,0.4732235186873289,523.5020210185934,1.0,27200.0,1374.0,8035.0,3.38518979464841,35592.80552,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Town:Remote","Plains",6500.0,0.4732235186873289,523.5020210185934,0.3533,29100.0,801.0,10992.0,2.64737991266376,47635.56447,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Town:Distant","Plains",8000.0,0.4732235186873289,523.5020210185934,0.2335,29000.0,3550.0,10496.0,2.76295731707317,33421.18374,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Town:Remote","Plains",6500.0,0.4732235186873289,523.5020210185934,0.3598,28200.0,1181.0,10426.0,2.70477652023787,32752.71099,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"City:Midsize","Plains",9799.0,0.254,523.5020210185934,0.3208,22600.0,552.0,17526.0,1.28951272395298,19871.46452,"Professional"
"Low",0.8226,465.0,"Town:Remote","Plains",18289.0,0.427,523.5020210185934,0.9236,33200.0,3712.0,14642.0,2.26744980193963,56705.71263,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Town:Remote","Plains",10000.0,0.4732235186873289,523.5020210185934,0.4839,35100.0,625.0,18258.0,1.92244495563589,33642.34225,"Specialized"
"Low",0.6777,531.1777777777778,"Town:Remote","Plains",20000.0,0.4169,523.5020210185934,0.8739,34800.0,10811.0,14423.0,2.4128128683353,51164.50989,"Comprehensive"
"High",1.0,435.0,"Rural:Remote","Plains",17200.0,0.4091,470.0,1.0,26400.0,230.0,23790.0,1.10970996216898,51265.61872,"Professional"
"High",0.6402,525.0,"City:Large","Plains",23437.0,0.2517,458.0,0.3203,38300.0,1964.0,29922.0,1.27999465276385,53409.56692,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Town:Remote","Plains",8248.0,0.4732235186873289,523.5020210185934,0.2556,26800.0,1579.0,8995.0,2.97943301834352,36605.32494,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Town:Remote","Plains",6248.5,0.4732235186873289,523.5020210185934,1.0,27600.0,1330.0,7377.0,3.74135827572184,39617.52456,"Specialized"
"Low",0.4465,445.0,"City:Small","Plains",18765.904755244756,0.3533,420.0,1.0,20700.0,823.0,7760.0,2.66752577319588,23465.7465,"Professional"
"High",0.6571039413845394,531.1777777777778,"Town:Distant","Plains",12000.0,0.4732235186873289,523.5020210185934,0.5965,34800.0,457.0,31264.0,1.11310133060389,60630.53632,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Rural:Distant","Plains",9500.0,0.4732235186873289,523.5020210185934,0.2271,28700.0,2290.0,8061.0,3.56035231360873,38486.41667,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Town:Distant","Plains",9625.0,0.4732235186873289,523.5020210185934,0.8819,29200.0,4414.0,10896.0,2.6798825256975,41501.64638,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Town:Remote","Plains",4242.5,0.4732235186873289,523.5020210185934,1.0,23100.0,736.0,8755.0,2.63849229011993,30759.16481,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"City:Midsize","Plains",11133.0,0.4732235186873289,523.5020210185934,0.3773,33300.0,13922.0,13018.0,2.55799662006453,41461.73585,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"City:Midsize","Plains",10500.0,0.4732235186873289,523.5020210185934,0.3083,28200.0,6216.0,18565.0,1.51898734177215,26790.12327,"Specialized"
"Low",0.9252,531.1777777777778,"City:Small","Plains",18800.5,0.6072,523.5020210185934,0.7605,41600.0,19372.0,20505.0,2.02877346988539,80266.07171,"Comprehensive"
"High",0.4347,580.0,"City:Large","Plains",21250.0,0.2818,505.0,0.9091,39500.0,1299.0,31023.0,1.27324887986333,54384.26718,"Comprehensive"
"Low",0.9894,531.1777777777778,"City:Small","Plains",20606.5,0.5552,523.5020210185934,0.8449,39600.0,19031.0,18887.0,2.09668025626092,76051.65692,"Comprehensive"
"High",0.5868,490.0,"Town:Remote","Plains",23850.0,0.4219,460.0,0.6418,35600.0,803.0,32000.0,1.1125,69759.22398,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Town:Remote","Plains",8000.0,0.4732235186873289,523.5020210185934,0.2252,29200.0,1047.0,8631.0,3.38315374811725,32929.17363,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"City:Small","Plains",9500.0,0.4732235186873289,523.5020210185934,0.4156,36200.0,620.0,13891.0,2.60600388740911,41032.49821,"Specialized"
"High",0.6571039413845394,531.1777777777778,"City:Small","Plains",22250.0,0.4557,523.5020210185934,0.3125,29000.0,355.0,24344.0,1.19125862635557,68073.10524,"Specialized"
"High",0.572,490.0,"Town:Remote","Plains",24689.0,0.4579,445.0,1.0,37000.0,616.0,31942.0,1.15834950848413,65839.4559,"Comprehensive"
"High",0.9784,435.0,"Suburb:Large","Plains",17404.0,0.4352,523.5020210185934,0.9873,39200.0,1340.0,30424.0,1.28845648172495,62847.61058,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Town:Remote","Plains",10692.0,0.4732235186873289,523.5020210185934,1.0,31600.0,1687.0,11672.0,2.70733379026731,37516.19202,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Rural:Fringe","Plains",9500.0,0.4732235186873289,523.5020210185934,0.9077,33900.0,570.0,13509.0,2.50943815234288,39630.46765,"Specialized"
"High",0.9462,475.0,"Town:Distant","Plains",24488.5,0.469,475.0,0.9412,37700.0,562.0,31296.0,1.20462678936605,49232.32647,"Comprehensive"
"Low",0.7684,531.1777777777778,"Town:Distant","Plains",18500.0,0.5025,523.5020210185934,0.7596,35300.0,5930.0,14001.0,2.52124848225127,58076.42793,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Rural:Fringe","Plains",6500.0,0.4732235186873289,523.5020210185934,0.9111,31200.0,883.0,9889.0,3.15502073010416,43229.48956,"Specialized"
"High",0.5526,465.0,"Town:Fringe","Plains",23875.0,0.4217,460.0,1.0,32600.0,710.0,29683.0,1.09827173803187,65927.06422,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Town:Remote","Plains",5500.0,0.4732235186873289,523.5020210185934,1.0,31500.0,324.0,8873.0,3.55009579623577,35990.33587,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Town:Remote","Plains",5250.0,0.4732235186873289,523.5020210185934,0.4257,29800.0,1268.0,9164.0,3.25185508511567,35074.78164,"Specialized"
"High",0.873,450.0,"Town:Distant","Plains",24147.0,0.5735,430.0,0.1783,42500.0,1341.0,33209.0,1.2797735553615,54704.02256,"Comprehensive"
"High",0.4895,465.0,"Rural:Distant","Plains",24500.0,0.4762,470.0,0.5063,29300.0,638.0,28180.0,1.03974449964514,64243.70054,"Comprehensive"
"High",0.9115,515.0,"Town:Remote","Plains",21500.0,0.5246,435.0,1.0,35300.0,709.0,34100.0,1.03519061583578,66747.32305,"Comprehensive"
"Low",1.0,531.1777777777778,"City:Midsize","Plains",17960.0,0.379,523.5020210185934,0.4749,36000.0,5695.0,16885.0,2.13206988451288,46354.00916,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Rural:Fringe","Plains",8926.5,0.4732235186873289,523.5020210185934,0.3082,29900.0,1613.0,11259.0,2.65565325517364,26163.49149,"Specialized"
"Low",0.9389,550.0,"City:Large","Plains",20069.0,0.4365,533.0,0.5619,36400.0,11313.0,13835.0,2.63100831225154,52435.9421,"Comprehensive"
"Low",0.3338,535.0,"Rural:Remote","Southeast",10381.0,0.4468,485.0,0.7027,27700.0,575.0,18082.0,1.53191018692623,45802.01705,"Professional"
"High",0.6314,535.0,"Town:Fringe","Southeast",23250.0,0.7065,570.0,0.4914,30200.0,1335.0,31705.0,0.95253114650686,65048.28687,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"City:Small","Southeast",11105.0,0.4732235186873289,523.5020210185934,0.4726,21200.0,2898.0,10609.0,1.99830332736356,26755.81577,"Specialized"
"High",0.5182,545.0,"City:Large","Southeast",24000.0,0.6644,535.0,1.0,42700.0,2389.0,44004.0,0.970366330333606,81947.67161,"Comprehensive"
"Low",0.1245,536.0,"Town:Distant","Southeast",6752.0,0.619,568.0,0.7941,29700.0,1613.0,8986.0,3.30514133095927,28627.42712,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"City:Small","Southeast",11320.0,0.4732235186873289,523.5020210185934,0.3451,28200.0,3060.0,11845.0,2.38075137188687,23670.82303,"Specialized"
"High",0.4789,445.0,"City:Small","Southeast",21000.0,0.3208,523.5020210185934,0.5325,35000.0,689.0,26543.0,1.31861507742154,46259.20449,"Comprehensive"
"High",0.6327,500.0,"Town:Remote","Southeast",19000.0,0.4435,480.0,0.4628,29800.0,2127.0,28498.0,1.04568741666082,42773.2068,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"City:Large","Southeast",14787.5,0.4732235186873289,523.5020210185934,0.2532,25400.0,12426.0,11375.0,2.23296703296703,31375.90111,"Specialized"
"High",0.7088,615.0,"Town:Distant","Southeast",23000.0,0.8196,625.0,0.875,35800.0,1306.0,43158.0,0.82951017192641,43345.47677142704,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Rural:Distant","Southeast",18765.904755244756,0.4737,523.5020210185934,0.5455,20400.0,152.0,13247.0,1.53997131425983,23389.06238,"Specialized"
"High",0.7005,485.0,"Town:Remote","Southeast",19498.0,0.434,465.0,0.6471,30100.0,1420.0,28880.0,1.04224376731302,54966.3474,"Comprehensive"
"Low",0.6576,490.0,"Town:Distant","Southeast",21500.0,0.3724,485.0,0.6022,31900.0,13385.0,17498.0,1.82306549319922,50934.80363,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"City:Small","Southeast",12000.0,0.4732235186873289,523.5020210185934,0.4098,25200.0,6604.0,10728.0,2.3489932885906,28893.72702,"Specialized"
"High",0.8835,505.0,"Town:Fringe","Southeast",23000.0,0.5913,510.0,0.7205,35100.0,1233.0,38560.0,0.910269709543568,69821.58821,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Town:Remote","Southeast",9000.0,0.4732235186873289,523.5020210185934,0.4458,20700.0,2702.0,10785.0,1.91933240611961,19666.61639,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Rural:Fringe","Southeast",9948.0,0.4732235186873289,523.5020210185934,0.381,25500.0,1519.0,11398.0,2.23723460256185,27038.24256,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Town:Distant","Southeast",8000.0,0.4732235186873289,523.5020210185934,0.3301,25200.0,3940.0,10978.0,2.29550009109127,24880.49463,"Specialized"
"High",0.6571039413845394,531.1777777777778,"Town:Remote","Southeast",17700.0,0.875,523.5020210185934,0.4,19900.0,220.0,32495.0,0.612401907985844,16039.66675,"Professional"
"Low",0.6571039413845394,531.1777777777778,"City:Large","Southeast",13649.0,0.4732235186873289,523.5020210185934,0.3789,24900.0,12228.0,10864.0,2.2919734904271,25951.35045,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"City:Large","Southeast",26627.0,0.3908,523.5020210185934,0.1415,18600.0,1848.0,22466.0,0.827917742366242,15360.75088,"Professional"
"Low",0.3028,425.0,"Town:Distant","Southeast",28505.0,0.2132,425.0,0.75,26100.0,2263.0,16732.0,1.5598852498207,37105.73417,"Comprehensive"
"High",0.5215,501.0,"City:Small","Southeast",19250.0,0.445,465.0,0.5395,29100.0,729.0,27767.0,1.04800662657111,57250.47333,"Comprehensive"
"Low",0.6852,565.0,"City:Large","Southeast",18750.0,0.5944,555.0,0.8003,39300.0,19709.0,20582.0,1.90943542901564,73757.83189,"Comprehensive"
"High",0.3487,531.1777777777778,"Town:Distant","Southeast",25000.0,0.442,523.5020210185934,0.6923,26500.0,540.0,26401.0,1.00374985795993,59562.95554,"Professional"
"High",0.6571039413845394,531.1777777777778,"Town:Remote","Southeast",17999.5,0.2808,523.5020210185934,0.4721,24500.0,2120.0,30622.0,0.800078375024492,41816.13939,"Comprehensive"
"High",0.8173,531.1777777777778,"Suburb:Large","Southeast",23836.0,0.5929,523.5020210185934,0.4416,30100.0,581.0,31860.0,0.944758317639674,28941.24689,"Specialized"
"Low",0.749,570.0,"City:Large","Southeast",19500.0,0.5073,565.0,0.6519,35800.0,14737.0,19509.0,1.83505048951766,61772.39547,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Rural:Fringe","Southeast",8775.0,0.4732235186873289,523.5020210185934,0.4337,24600.0,2870.0,10536.0,2.33485193621868,30495.73355,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Rural:Fringe","Southeast",13125.0,0.4732235186873289,523.5020210185934,0.3597,22200.0,2848.0,11340.0,1.95767195767196,22654.96053,"Specialized"
"High",0.9526,470.0,"Rural:Fringe","Southeast",13870.0,0.2437,430.0,0.2452,37200.0,2367.0,32950.0,1.12898330804249,37246.27853,"Professional"
"High",0.5165,470.0,"Rural:Distant","Southeast",22466.0,0.6047,480.0,0.4059,33700.0,1625.0,25318.0,1.33106880480291,40772.43738,"Professional"
"Low",0.8879,530.0,"Town:Remote","Southeast",21095.0,0.3641,510.0,0.7954,28000.0,6854.0,15075.0,1.85737976782753,47307.34346,"Comprehensive"
"Low",0.8146,495.0,"Town:Remote","Southeast",20491.0,0.5257,509.0,0.7234,32300.0,7618.0,16018.0,2.01648145835935,53969.53062,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Suburb:Large","Southeast",15943.0,0.4732235186873289,523.5020210185934,0.2794,25300.0,3979.0,11151.0,2.26885481122769,27404.27175,"Specialized"
"Low",0.6626,495.0,"Suburb:Large","Southeast",23000.0,0.3735,490.0,0.5779,32800.0,12184.0,13479.0,2.43341494176126,60480.4645,"Comprehensive"
"High",0.6571039413845394,531.1777777777778,"City:Small","Southeast",21177.0,0.3333,523.5020210185934,0.1148,20200.0,324.0,36979.0,0.546255983125558,16920.89137,"Professional"
"Low",0.6571039413845394,531.1777777777778,"Town:Remote","Southeast",8834.0,0.4732235186873289,523.5020210185934,0.3483,22000.0,4515.0,10473.0,2.10063974028454,27337.45709,"Specialized"
"High",0.6571039413845394,531.1777777777778,"Town:Remote","Southeast",21000.0,0.2476,523.5020210185934,0.8052,28000.0,1202.0,29591.0,0.946233652123957,41464.98876,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Town:Remote","Southeast",9622.0,0.4732235186873289,523.5020210185934,0.5434,21800.0,3198.0,10652.0,2.04656402553511,23358.37732,"Specialized"
"High",0.6571039413845394,531.1777777777778,"City:Large","Southeast",15166.0,0.425,523.5020210185934,0.1967,28200.0,1968.0,28769.0,0.980221766484758,23113.01689,"Professional"
"High",0.6571039413845394,531.1777777777778,"Rural:Distant","Southeast",22000.0,0.2287,523.5020210185934,0.9787,28200.0,715.0,29773.0,0.947166896181104,50125.02439,"Professional"
"High",0.6571039413845394,531.1777777777778,"Suburb:Large","Southeast",15166.0,0.2927,523.5020210185934,0.0722,28200.0,756.0,28892.0,0.976048733213346,23113.01689,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Town:Remote","Southeast",12315.0,0.4732235186873289,523.5020210185934,0.531,22400.0,7134.0,11382.0,1.9680196801968,23873.00293,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Town:Distant","Southeast",8000.0,0.4732235186873289,523.5020210185934,0.5304,22000.0,2635.0,10569.0,2.08155927713123,20554.02461,"Specialized"
"High",0.4278,428.0,"City:Large","Southeast",27000.0,0.4206,389.0,0.5266,40300.0,1313.0,28210.0,1.42857142857143,45281.55716,"Professional"
"High",0.6571039413845394,531.1777777777778,"Suburb:Large","Southeast",16420.0,0.4732235186873289,523.5020210185934,0.4615,29600.0,1008.0,27159.0,1.08987812511506,24119.19512,"Specialized"
"High",0.6571039413845394,531.1777777777778,"City:Large","Southeast",23467.0,0.5212,523.5020210185934,0.4639,28000.0,4452.0,26866.0,1.04220948410631,32010.67861,"Professional"
"High",0.8634,520.0,"Suburb:Large","Southeast",24665.5,0.5247,505.0,0.4966,41800.0,1381.0,35276.0,1.18494160335639,72825.22715,"Comprehensive"
"High",0.8375,600.0,"City:Large","Southeast",25000.0,0.6963,615.0,0.8462,36800.0,1019.0,36827.0,0.99926684226247,43345.47677142704,"Comprehensive"
"High",0.735,480.0,"Town:Remote","Southeast",21666.0,0.322,450.0,0.7059,28800.0,814.0,28429.0,1.01305005452179,46770.70468,"Comprehensive"
"Low",0.9249,505.0,"City:Small","Southeast",22500.0,0.4274,490.0,0.6419,30800.0,16482.0,16790.0,1.83442525312686,52399.43301,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"City:Small","Southeast",18765.904755244756,0.4732235186873289,523.5020210185934,0.5556,24000.0,1415.0,11818.0,2.03080047385344,15756.54632,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"City:Midsize","Southeast",18765.904755244756,0.4732235186873289,523.5020210185934,0.5565,24000.0,1652.0,11601.0,2.06878717351952,15756.54632,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"City:Small","Southeast",12780.0,0.4732235186873289,523.5020210185934,1.0,28900.0,6477.0,12274.0,2.35457063711911,26492.42438,"Specialized"
"High",0.6307,545.0,"City:Midsize","Southeast",19500.0,0.5819,539.0,0.5263,40700.0,800.0,34693.0,1.17314732078517,75600.51198,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"City:Large","Southeast",15750.0,0.4732235186873289,523.5020210185934,0.5423,25800.0,18995.0,11908.0,2.16661068189452,24854.59164,"Specialized"
