"","cost_level","ADM_RATE","SATMTMID","LOCALE","region","GRAD_DEBT_MDN","C150_4","SATVRMID","PFTFAC","md_earn_wne_p8","UGDS","COSTT4_A","ROI","AVG_INC","Major_Cluster"
"99","Low",NA,NA,"Town:Fringe","Southeast",7010,NA,NA,0.4498,27100,3682,10114,2.67945422187067,30918.3238,"Specialized"
"100","Low",0.6325,508,"City:Small","Southeast",20600,0.3837,445,0.7416,29100,9455,17770,1.63759144625774,38387.12559,"Comprehensive"
"101","Low",0.9035,485,"Town:Remote","Southeast",18000,0.4283,440,0.619,30600,8369,15361,1.99205780873641,40539.52596,"Comprehensive"
"102","Low",NA,NA,"Town:Remote","Southeast",17293,0.28,NA,0.6667,27600,3280,14827,1.86146894179537,29107.00659,"Comprehensive"
"103","Low",0.6406,NA,"City:Midsize","Southeast",16000,NA,NA,NA,41300,852,17975,2.29763560500695,46230.77969,"Specialized"
"104","Low",NA,NA,"Rural:Fringe","Southeast",NA,NA,NA,0.5583,23700,2142,13097,1.80957471176605,24734.31104,"Specialized"
"105","Low",0.9093,NA,"City:Small","Southeast",21000,0.4006,NA,0.736,33300,8956,18333,1.81639666175749,52284.02793,"Comprehensive"
"106","Low",0.7437,510,"City:Small","Southeast",19648,0.3558,480,1,31200,811,19872,1.57004830917874,48246.31497,"Professional"
"107","Low",NA,NA,"Rural:Fringe","Southeast",NA,NA,NA,0.3271,20800,1035,10824,1.92165558019217,23454.31423,"Specialized"
"108","Low",NA,NA,"Rural:Fringe","Southeast",12000,0.3019,NA,0.4444,26200,175,17141,1.52849892071641,44561.78276,"Specialized"
"109","Low",NA,NA,"Town:Distant","Southeast",3500,NA,NA,0.4205,18500,1024,8527,2.16957898440249,18997.98027,"Specialized"
"110","Low",NA,NA,"Suburb:Small","Southeast",15458,NA,NA,0.951,22000,3560,13544,1.624335499114,21117.75809,"Specialized"
"111","Low",NA,NA,"Town:Remote","Southeast",12125,NA,NA,0.4087,24400,1368,12636,1.93099081987971,24668.1001,"Specialized"
"112","High",0.7218,570,"Town:Distant","Southeast",25215,0.6325,560,0.9927,35500,4228,23751,1.49467390846701,80010.02054,"Comprehensive"
"113","Low",0.5889,485,"Town:Distant","Southeast",21097,0.3076,480,0.9942,32300,3365,17175,1.8806404657933,45039.89167,"Comprehensive"
"114","High",0.825,615,"City:Small","Southeast",21000,0.7286,630,0.7842,36100,1413,44854,0.804833459669149,95063.73487,"Comprehensive"
"115","High",0.7251,565,"Town:Distant","Southeast",21500,0.6565,600,0.9398,43100,1699,30606,1.40822061033784,62945.72563,"Comprehensive"
"116","Low",NA,NA,"Suburb:Large","Southeast",NA,NA,NA,0.3077,20000,1452,10126,1.97511356903022,17012.51576,"Specialized"
"117","Low",NA,NA,"Rural:Fringe","Southeast",7000,NA,NA,0.5588,22700,1574,12672,1.79135101010101,20040.60879,"Specialized"
"118","Low",NA,NA,"Town:Remote","Southeast",12750,NA,NA,0.3723,24000,2040,11292,2.12539851222104,24226.62591,"Specialized"
"119","High",0.6375,555,"Town:Distant","Southeast",18850,0.6274,520,0.7483,34600,1570,29140,1.18737131091283,76294.32533,"Comprehensive"
"120","Low",NA,NA,"Town:Fringe","Southeast",7875,NA,NA,0.3704,24700,800,11549,2.13871330851156,27191.49768,"Specialized"
"121","Low",NA,NA,"Rural:Remote","Southeast",NA,NA,NA,0.3246,20400,1447,12363,1.65008493084203,19323.14462,"Specialized"
"122","High",0.8515,523,"Town:Remote","Southeast",24250,0.4643,485,1,33300,602,31596,1.05393087732624,58459.51263,"Comprehensive"
"123","Low",NA,NA,"Town:Distant","Southeast",9153,NA,NA,0.6168,25000,2204,10662,2.34477583942975,27813.67513,"Specialized"
"124","Low",0.68,430,"City:Midsize","Southeast",32495,0.3115,435,0.5595,23400,728,20107,1.16377381011588,30056.53874,"Comprehensive"
"125","Low",NA,NA,"Rural:Fringe","Southeast",NA,NA,NA,0.6186,18900,1110,15921,1.18711136235161,18040.92584,"Specialized"
"126","Low",NA,NA,"City:Small","Southeast",8829,NA,NA,0.3858,22400,1686,12639,1.7722921117177,20733.93777,"Specialized"
"127","Low",NA,NA,"City:Small","Southeast",20000,NA,NA,0.3405,25500,10909,13677,1.86444395700812,23405.71608,"Specialized"
"128","Low",NA,NA,"Town:Distant","Southeast",4500,NA,NA,0.5606,21100,1165,12160,1.73519736842105,19666.94006,"Specialized"
"129","Low",NA,NA,"Town:Remote","Southeast",NA,NA,NA,0.2469,19600,674,9754,2.009432027886,21512.73002,"Specialized"
"130","Low",0.585,NA,"Rural:Distant","Southeast",19158,0.3571,NA,0.9677,28400,541,20545,1.38233146751034,45238.86478,"Professional"
"131","Low",NA,NA,"Town:Remote","Southeast",11044.5,NA,NA,0.5169,25300,1429,12823,1.97301723465648,25294.04352,"Specialized"
"132","Low",0.6687,530,"Town:Remote","Southeast",16750,0.328,485,0.9467,31700,2682,16466,1.92517915705089,38955.86121,"Comprehensive"
"133","Low",NA,NA,"Rural:Distant","Southeast",7123,NA,NA,0.5397,24100,986,13779,1.74903839175557,27793.48883,"Specialized"
"134","Low",0.559,525,"City:Small","Southeast",17000,0.185,505,0.5379,28400,6817,14353,1.9786804152442,34124.37588,"Comprehensive"
"135","High",NA,NA,"City:Large","Far West",31813,0.3358,NA,0.1689,34200,11735,34399,0.994214948108957,45529.21216,"Specialized"
"136","High",0.7669,NA,"City:Small","Far West",12500,0.3714,NA,0.1519,35100,660,25652,1.3683143614533,26162.33494,"Professional"
"137","Low",NA,NA,"Suburb:Large","Far West",NA,NA,NA,0.3333,29000,5168,10977,2.64188758312836,16795.65184,"Specialized"
"138","Low",NA,NA,"City:Midsize","Far West",NA,NA,NA,0.2653,26800,9750,9493,2.82313283472032,24283.50659,"Specialized"
"139","High",0.4582,NA,"City:Large","Far West",12500,NA,NA,0.2195,26100,195,37393,0.697991602706389,54962.88651,"Specialized"
"140","Low",NA,NA,"Suburb:Large","Far West",15636,NA,NA,0.3943,26700,29355,11078,2.41018234338328,16546.93723,"Specialized"
"141","Low",NA,NA,"Suburb:Large","Far West",13875,NA,NA,0.3099,25200,12342,11744,2.14577656675749,16955.83059,"Specialized"
"142","High",0.6321,NA,"City:Midsize","Far West",36998.5,0.5443,NA,0.25,48400,1642,54019,0.895981043706844,53173.26665,"Specialized"
"143","High",0.5063,545,"Suburb:Large","Far West",21969,0.6339,550,0.3512,45800,5998,41514,1.10324227971287,77648.15301,"Comprehensive"
"144","Low",NA,NA,"City:Large","Far West",13074,NA,NA,0.5082,24900,15787,7966,3.12578458448406,19386.34171,"Specialized"
"145","Low",NA,NA,"Town:Distant","Far West",NA,NA,NA,0.2908,27600,1714,14384,1.91879866518354,16153.43284,"Specialized"
"146","High",0.7668,560,"Suburb:Large","Far West",21687.5,0.7119,560,0.9838,37600,4232,41843,0.898597136916569,87554.14825,"Comprehensive"
"147","High",0.9833,NA,"City:Small","Far West",30582.5,0.451,NA,0.3377,26500,746,34322,0.772099527999534,68397.09935,"Specialized"
"148","High",NA,NA,"City:Large","Far West",19075,NA,NA,0.6308,35300,994,24617,1.43396839582402,32392.61272,"Specialized"
"149","Low",NA,NA,"Rural:Distant","Far West",10302.5,NA,NA,0.2467,26300,11730,12122,2.1696089754166,21317.18339,"Specialized"
"150","Low",NA,NA,"Suburb:Midsize","Far West",11500,NA,NA,0.4273,29600,13131,12410,2.38517324738114,21542.58985,"Specialized"
"151","High",0.7406,485,"City:Large","Far West",24000,0.5521,485,0.5182,36600,4403,36439,1.00441834298417,65418.0111,"Comprehensive"
"152","High",0.7626,NA,"City:Large","Far West",29000,0.4862,NA,0.148,30900,1476,49375,0.625822784810127,64655.1459,"Specialized"
"153","High",0.1277,780,"City:Midsize","Far West",15414,0.867,745,0.952,60100,978,52389,1.14718738666514,NA,"Comprehensive"
"154","High",0.4399,560,"City:Midsize","Far West",20841,0.639,550,1,44300,2709,44254,1.00103945406065,89739.93812,"Comprehensive"
"155","Low",0.3254,630,"Suburb:Small","Far West",18000,0.7459,590,0.6855,55400,17651,21479,2.57926346664184,93084.32211,"Comprehensive"
"156","Low",0.6627,470,"City:Large","Far West",15036,0.4138,455,0.6183,42300,6832,15517,2.72604240510408,39671.15883,"Comprehensive"
"157","Low",0.3356,470,"Suburb:Small","Far West",NA,0.4912,455,0.6272,38500,7912,15474,2.48804446167765,43920.29036,"Comprehensive"
"158","Low",0.1906,460,"City:Midsize","Far West",18593,0.4456,450,0.548,40600,14557,16516,2.45822232986195,40959.38653,"Comprehensive"
"159","Low",0.4465,560,"Suburb:Large","Far West",16500,0.5034,520,0.5034,45000,19306,15424,2.91753112033195,50937.3067,"Comprehensive"
"160","Low",0.6222,525,"City:Small","Far West",15197,0.5904,510,0.552,41100,14614,20730,1.98263386396527,58846.77004,"Comprehensive"
"161","Low",0.5793,425,"City:Small","Far West",13750,0.244,420,0.3942,39100,11154,11281,3.46600478680968,31872.33114,"Comprehensive"
"162","Low",0.5591,480,"City:Large","Far West",15000,0.4945,460,0.5821,38100,18784,15479,2.46139931520124,41614.95372,"Comprehensive"
"163","Low",0.4515,510,"Suburb:Large","Far West",14008,0.5005,490,0.4796,40500,30702,13476,3.0053428317008,49534.81545,"Comprehensive"
"164","Low",0.2197,470,"City:Midsize","Far West",15683,0.4329,450,0.4613,45800,10650,18698,2.4494598352765,39133.65566,"Comprehensive"
"165","Low",0.3444,525,"City:Large","Far West",14895,0.5402,500,0.5026,42400,29244,16087,2.63566855224716,48258.00338,"Comprehensive"
"166","Low",0.5717,450,"City:Large","Far West",12026,0.3647,435,0.509,39400,17307,13161,2.99369348833675,32118.25556,"Comprehensive"
"167","Low",0.7354,470,"City:Large","Far West",14895,0.4609,460,0.4665,38300,31747,19660,1.94811800610376,41067.83823,"Comprehensive"
"168","Low",0.7085,485,"City:Large","Far West",16500,0.4163,470,0.5409,42700,24741,18655,2.28893058161351,44414.36605,"Comprehensive"
"169","High",0.2143,695,"City:Midsize","Far West",15000,0.9049,665,0.7444,53000,25885,30800,1.72077922077922,60092.71645,"Comprehensive"
"170","High",0.4627,625,"Suburb:Small","Far West",14511,0.817,585,0.8578,48500,24938,28950,1.67530224525043,57850.66523,"Comprehensive"
"171","High",0.4521,620,"City:Midsize","Far West",16700,0.846,565,0.7984,47100,21994,27346,1.722372559058,58731.57987,"Comprehensive"
"172","High",0.2554,675,"City:Large","Far West",15000,0.8996,625,0.7518,51000,27199,29240,1.74418604651163,60990.28407,"Comprehensive"
"173","High",0.7588,545,"City:Large","Far West",19000,0.6678,505,0.8456,41100,18516,27146,1.51403521697488,52031.14546,"Comprehensive"
"174","High",0.3788,665,"City:Large","Far West",17734,0.8532,605,0.8306,50100,23022,27700,1.8086642599278,53979.57009,"Comprehensive"
"175","High",0.4547,610,"Suburb:Midsize","Far West",15500,0.7978,595,0.839,45600,18617,30224,1.50873478030704,68648.39993,"Comprehensive"
"176","High",0.6382,575,"City:Small","Far West",18500,0.7337,560,0.7159,37800,15945,30670,1.2324747310075,64715.7499,"Comprehensive"
"177","High",NA,NA,"City:Large","Far West",24982,0.5291,NA,0.1939,49900,1455,25240,1.9770206022187,25500.9168,"Professional"
