"","cost_level","ADM_RATE","SATMTMID","LOCALE","region","GRAD_DEBT_MDN","C150_4","SATVRMID","PFTFAC","md_earn_wne_p8","UGDS","COSTT4_A","ROI","AVG_INC","Major_Cluster"
"969","High",0.873,450,"Town:Distant","Plains",24147,0.5735,430,0.1783,42500,1341,33209,1.2797735553615,54704.02256,"Comprehensive"
"970","High",0.4895,465,"Rural:Distant","Plains",24500,0.4762,470,0.5063,29300,638,28180,1.03974449964514,64243.70054,"Comprehensive"
"971","High",0.9115,515,"Town:Remote","Plains",21500,0.5246,435,1,35300,709,34100,1.03519061583578,66747.32305,"Comprehensive"
"972","Low",1,NA,"City:Midsize","Plains",17960,0.379,NA,0.4749,36000,5695,16885,2.13206988451288,46354.00916,"Comprehensive"
"973","Low",NA,NA,"Rural:Fringe","Plains",8926.5,NA,NA,0.3082,29900,1613,11259,2.65565325517364,26163.49149,"Specialized"
"974","Low",0.9389,550,"City:Large","Plains",20069,0.4365,533,0.5619,36400,11313,13835,2.63100831225154,52435.9421,"Comprehensive"
"975","Low",0.3338,535,"Rural:Remote","Southeast",10381,0.4468,485,0.7027,27700,575,18082,1.53191018692623,45802.01705,"Professional"
"976","High",0.6314,535,"Town:Fringe","Southeast",23250,0.7065,570,0.4914,30200,1335,31705,0.95253114650686,65048.28687,"Comprehensive"
"977","Low",NA,NA,"City:Small","Southeast",11105,NA,NA,0.4726,21200,2898,10609,1.99830332736356,26755.81577,"Specialized"
"978","High",0.5182,545,"City:Large","Southeast",24000,0.6644,535,1,42700,2389,44004,0.970366330333606,81947.67161,"Comprehensive"
"979","Low",0.1245,536,"Town:Distant","Southeast",6752,0.619,568,0.7941,29700,1613,8986,3.30514133095927,28627.42712,"Comprehensive"
"980","Low",NA,NA,"City:Small","Southeast",11320,NA,NA,0.3451,28200,3060,11845,2.38075137188687,23670.82303,"Specialized"
"981","High",0.4789,445,"City:Small","Southeast",21000,0.3208,NA,0.5325,35000,689,26543,1.31861507742154,46259.20449,"Comprehensive"
"982","High",0.6327,500,"Town:Remote","Southeast",19000,0.4435,480,0.4628,29800,2127,28498,1.04568741666082,42773.2068,"Comprehensive"
"983","Low",NA,NA,"City:Large","Southeast",14787.5,NA,NA,0.2532,25400,12426,11375,2.23296703296703,31375.90111,"Specialized"
"984","High",0.7088,615,"Town:Distant","Southeast",23000,0.8196,625,0.875,35800,1306,43158,0.82951017192641,NA,"Comprehensive"
"985","Low",NA,NA,"Rural:Distant","Southeast",NA,0.4737,NA,0.5455,20400,152,13247,1.53997131425983,23389.06238,"Specialized"
"986","High",0.7005,485,"Town:Remote","Southeast",19498,0.434,465,0.6471,30100,1420,28880,1.04224376731302,54966.3474,"Comprehensive"
"987","Low",0.6576,490,"Town:Distant","Southeast",21500,0.3724,485,0.6022,31900,13385,17498,1.82306549319922,50934.80363,"Comprehensive"
"988","Low",NA,NA,"City:Small","Southeast",12000,NA,NA,0.4098,25200,6604,10728,2.3489932885906,28893.72702,"Specialized"
"989","High",0.8835,505,"Town:Fringe","Southeast",23000,0.5913,510,0.7205,35100,1233,38560,0.910269709543568,69821.58821,"Comprehensive"
"990","Low",NA,NA,"Town:Remote","Southeast",9000,NA,NA,0.4458,20700,2702,10785,1.91933240611961,19666.61639,"Specialized"
"991","Low",NA,NA,"Rural:Fringe","Southeast",9948,NA,NA,0.381,25500,1519,11398,2.23723460256185,27038.24256,"Specialized"
"992","Low",NA,NA,"Town:Distant","Southeast",8000,NA,NA,0.3301,25200,3940,10978,2.29550009109127,24880.49463,"Specialized"
"993","High",NA,NA,"Town:Remote","Southeast",17700,0.875,NA,0.4,19900,220,32495,0.612401907985844,16039.66675,"Professional"
"994","Low",NA,NA,"City:Large","Southeast",13649,NA,NA,0.3789,24900,12228,10864,2.2919734904271,25951.35045,"Specialized"
"995","Low",NA,NA,"City:Large","Southeast",26627,0.3908,NA,0.1415,18600,1848,22466,0.827917742366242,15360.75088,"Professional"
"996","Low",0.3028,425,"Town:Distant","Southeast",28505,0.2132,425,0.75,26100,2263,16732,1.5598852498207,37105.73417,"Comprehensive"
"997","High",0.5215,501,"City:Small","Southeast",19250,0.445,465,0.5395,29100,729,27767,1.04800662657111,57250.47333,"Comprehensive"
"998","Low",0.6852,565,"City:Large","Southeast",18750,0.5944,555,0.8003,39300,19709,20582,1.90943542901564,73757.83189,"Comprehensive"
"999","High",0.3487,NA,"Town:Distant","Southeast",25000,0.442,NA,0.6923,26500,540,26401,1.00374985795993,59562.95554,"Professional"
"1000","High",NA,NA,"Town:Remote","Southeast",17999.5,0.2808,NA,0.4721,24500,2120,30622,0.800078375024492,41816.13939,"Comprehensive"
"1001","High",0.8173,NA,"Suburb:Large","Southeast",23836,0.5929,NA,0.4416,30100,581,31860,0.944758317639674,28941.24689,"Specialized"
"1002","Low",0.749,570,"City:Large","Southeast",19500,0.5073,565,0.6519,35800,14737,19509,1.83505048951766,61772.39547,"Comprehensive"
"1003","Low",NA,NA,"Rural:Fringe","Southeast",8775,NA,NA,0.4337,24600,2870,10536,2.33485193621868,30495.73355,"Specialized"
"1004","Low",NA,NA,"Rural:Fringe","Southeast",13125,NA,NA,0.3597,22200,2848,11340,1.95767195767196,22654.96053,"Specialized"
"1005","High",0.9526,470,"Rural:Fringe","Southeast",13870,0.2437,430,0.2452,37200,2367,32950,1.12898330804249,37246.27853,"Professional"
"1006","High",0.5165,470,"Rural:Distant","Southeast",22466,0.6047,480,0.4059,33700,1625,25318,1.33106880480291,40772.43738,"Professional"
"1007","Low",0.8879,530,"Town:Remote","Southeast",21095,0.3641,510,0.7954,28000,6854,15075,1.85737976782753,47307.34346,"Comprehensive"
"1008","Low",0.8146,495,"Town:Remote","Southeast",20491,0.5257,509,0.7234,32300,7618,16018,2.01648145835935,53969.53062,"Comprehensive"
"1009","Low",NA,NA,"Suburb:Large","Southeast",15943,NA,NA,0.2794,25300,3979,11151,2.26885481122769,27404.27175,"Specialized"
"1010","Low",0.6626,495,"Suburb:Large","Southeast",23000,0.3735,490,0.5779,32800,12184,13479,2.43341494176126,60480.4645,"Comprehensive"
"1011","High",NA,NA,"City:Small","Southeast",21177,0.3333,NA,0.1148,20200,324,36979,0.546255983125558,16920.89137,"Professional"
"1012","Low",NA,NA,"Town:Remote","Southeast",8834,NA,NA,0.3483,22000,4515,10473,2.10063974028454,27337.45709,"Specialized"
"1013","High",NA,NA,"Town:Remote","Southeast",21000,0.2476,NA,0.8052,28000,1202,29591,0.946233652123957,41464.98876,"Comprehensive"
"1014","Low",NA,NA,"Town:Remote","Southeast",9622,NA,NA,0.5434,21800,3198,10652,2.04656402553511,23358.37732,"Specialized"
"1015","High",NA,NA,"City:Large","Southeast",15166,0.425,NA,0.1967,28200,1968,28769,0.980221766484758,23113.01689,"Professional"
"1016","High",NA,NA,"Rural:Distant","Southeast",22000,0.2287,NA,0.9787,28200,715,29773,0.947166896181104,50125.02439,"Professional"
"1017","High",NA,NA,"Suburb:Large","Southeast",15166,0.2927,NA,0.0722,28200,756,28892,0.976048733213346,23113.01689,"Specialized"
"1018","Low",NA,NA,"Town:Remote","Southeast",12315,NA,NA,0.531,22400,7134,11382,1.9680196801968,23873.00293,"Specialized"
"1019","Low",NA,NA,"Town:Distant","Southeast",8000,NA,NA,0.5304,22000,2635,10569,2.08155927713123,20554.02461,"Specialized"
"1020","High",0.4278,428,"City:Large","Southeast",27000,0.4206,389,0.5266,40300,1313,28210,1.42857142857143,45281.55716,"Professional"
"1021","High",NA,NA,"Suburb:Large","Southeast",16420,NA,NA,0.4615,29600,1008,27159,1.08987812511506,24119.19512,"Specialized"
"1022","High",NA,NA,"City:Large","Southeast",23467,0.5212,NA,0.4639,28000,4452,26866,1.04220948410631,32010.67861,"Professional"
"1023","High",0.8634,520,"Suburb:Large","Southeast",24665.5,0.5247,505,0.4966,41800,1381,35276,1.18494160335639,72825.22715,"Comprehensive"
"1024","High",0.8375,600,"City:Large","Southeast",25000,0.6963,615,0.8462,36800,1019,36827,0.99926684226247,NA,"Comprehensive"
"1025","High",0.735,480,"Town:Remote","Southeast",21666,0.322,450,0.7059,28800,814,28429,1.01305005452179,46770.70468,"Comprehensive"
"1026","Low",0.9249,505,"City:Small","Southeast",22500,0.4274,490,0.6419,30800,16482,16790,1.83442525312686,52399.43301,"Comprehensive"
"1027","Low",NA,NA,"City:Small","Southeast",NA,NA,NA,0.5556,24000,1415,11818,2.03080047385344,15756.54632,"Specialized"
"1028","Low",NA,NA,"City:Midsize","Southeast",NA,NA,NA,0.5565,24000,1652,11601,2.06878717351952,15756.54632,"Specialized"
"1029","Low",NA,NA,"City:Small","Southeast",12780,NA,NA,1,28900,6477,12274,2.35457063711911,26492.42438,"Specialized"
"1030","High",0.6307,545,"City:Midsize","Southeast",19500,0.5819,539,0.5263,40700,800,34693,1.17314732078517,75600.51198,"Comprehensive"
"1031","Low",NA,NA,"City:Large","Southeast",15750,NA,NA,0.5423,25800,18995,11908,2.16661068189452,24854.59164,"Specialized"
"1032","High",NA,NA,"City:Small","Southeast",14874,NA,NA,0.68,18100,305,24071,0.75194217107723,17963.14809,"Specialized"
"1033","Low",0.4881,420,"City:Large","Southeast",34388,0.2449,415,0.6107,28000,1249,23343,1.19950306301675,33364.34989,"Comprehensive"
"1034","Low",NA,NA,"Suburb:Large","Southeast",4726.5,NA,NA,0.475,24000,1605,9055,2.6504693539481,21365.33594,"Specialized"
"1035","Low",0.5509,435,"Town:Distant","Southeast",35148,0.2764,410,0.8808,24800,4437,17538,1.41407230014825,33048.51549,"Comprehensive"
"1036","Low",0.6099,NA,"Rural:Fringe","Southeast",19741.5,0.0954,NA,0.6419,29000,2181,12648,2.29285262492094,39719.89193,"Comprehensive"
"1037","Low",0.7219,590,"Rural:Fringe","Southeast",17742.5,0.6202,570,0.869,42800,23372,17596,2.43237099340759,78821.13912,"Comprehensive"
"1038","Low",NA,NA,"Town:Distant","Southeast",14886,NA,NA,0.5156,27800,2638,10094,2.75411135327918,37894.33347,"Specialized"
"1039","Low",0.4842,505,"City:Midsize","Southeast",21634.5,0.2647,470,0.6446,32700,3073,13282,2.46197861767806,40927.27224,"Comprehensive"
"1040","Low",NA,NA,"City:Midsize","Southeast",NA,NA,NA,0.8377,24000,2795,10349,2.31906464392695,15756.54632,"Specialized"
"1041","Low",0.739,510,"Suburb:Small","Southeast",20750,0.3108,510,0.7105,37800,1137,21722,1.7401712549489,55650.95147,"Comprehensive"
"1042","Low",0.6211,545,"Town:Distant","Southeast",20491,0.4815,505,0.7809,37500,7502,15103,2.48295040720387,58283.10147,"Comprehensive"
"1043","High",0.6488,560,"City:Large","Southeast",23058,NA,585,0.7096,40500,3095,42762,0.947102567700295,83175.22888,"Comprehensive"
"1044","Low",0.685,530,"City:Small","Southeast",21366.5,0.373,485,1,33000,7239,12959,2.54649278493711,48122.23539,"Comprehensive"
"1045","Low",0.5553,525,"City:Large","Southeast",18580,0.3814,535,0.7419,32900,8028,14982,2.19596849552797,44251.72316,"Comprehensive"
"1046","Low",0.8418,540,"City:Small","Southeast",18750,0.3843,485,0.9923,32500,5921,13350,2.43445692883895,49827.05823,"Comprehensive"
"1047","Low",0.9192,513,"City:Small","Southeast",18951.5,0.3502,470,0.7971,33700,6050,14720,2.28940217391304,47133.0755,"Comprehensive"
"1048","Low",NA,NA,"Rural:Fringe","Southeast",NA,NA,NA,0.6972,24000,1607,11523,2.08279093985941,15756.54632,"Specialized"
"1049","Low",0.8237,515,"Town:Remote","Southeast",21000,0.338,503,0.985,30100,7410,14981,2.00921166811294,45243.45664,"Comprehensive"
"1050","Low",0.6289,NA,"City:Large","Southeast",30000.5,NA,NA,0.3898,38200,925,23026,1.65899418049162,44861.80678,"Professional"
"1051","Low",0.2482,NA,"City:Midsize","Southeast",21250,0.2286,NA,0.5205,44700,1632,16978,2.63281894216044,46330.76265,"Professional"
"1052","Low",NA,NA,"Rural:Fringe","Southeast",NA,NA,NA,0.5229,26800,1531,12725,2.10609037328094,17932.07984,"Specialized"
"1053","High",0.7834,NA,"City:Midsize","Southeast",9500,NA,NA,0.6552,19800,420,25358,0.780818676551779,16300.08909,"Specialized"
"1054","Low",0.431,NA,"City:Small","Southeast",20500,0.3339,NA,0.829,33400,12529,13843,2.41277179802066,53883.92301,"Comprehensive"
"1055","Low",0.4293,456,"City:Midsize","Southeast",29000,0.3047,NA,0.7924,28700,5727,15613,1.83821174662141,35511.05539,"Comprehensive"
"1056","Low",0.2016,NA,"City:Large","Southeast",25000,NA,NA,0.774,26100,2598,13433,1.94297625251247,23234.19713,"Comprehensive"
"1057","Low",NA,NA,"City:Midsize","Southeast",12913,NA,NA,0.9167,21500,2620,13005,1.65321030372933,21063.34124,"Specialized"
"1058","Low",0.6593,NA,"City:Midsize","Southeast",18500,0.4143,NA,0.8,34600,14796,11128,3.10927390366643,51802.13088,"Comprehensive"
"1059","Low",NA,NA,"Rural:Fringe","Southeast",NA,NA,NA,1,24000,1771,10127,2.36990224153254,15756.54632,"Specialized"
"1060","High",0.2495,660,"City:Large","Southeast",23783,NA,665,0.5965,51200,8271,53860,0.950612699591534,89902.01269,"Comprehensive"
"1061","High",0.6408,485,"City:Large","Southeast",27000,0.5612,485,0.8989,43200,2568,25511,1.69338716632041,51097.05873,"Comprehensive"
"1062","Low",NA,NA,"Town:Distant","Southeast",NA,NA,NA,0.7179,24000,1172,10619,2.26009982107543,15756.54632,"Specialized"
"1063","Low",NA,NA,"City:Small","New England",29079,0.1778,NA,0.1795,32000,964,18734,1.70812426604035,27264.06061,"Specialized"
"1064","High",0.6403,NA,"Town:Remote","New England",17222,0.7125,NA,0.5102,20800,340,44310,0.469419995486346,71275.1458,"Specialized"
"1065","High",0.2689,NA,"City:Small","New England",18838,0.9224,NA,0.8394,47600,1769,55350,0.859981933152665,NA,"Comprehensive"
"1066","High",0.1611,700,"Town:Fringe","New England",15000,0.9182,710,0.8851,48600,1772,54950,0.884440400363967,NA,"Comprehensive"
"1067","Low",NA,NA,"Rural:Fringe","New England",11000,NA,NA,0.2511,29700,2455,12415,2.39226741844543,35575.16082,"Specialized"
"1068","High",0.2944,670,"Town:Remote","New England",17500,0.9119,665,0.8164,45700,1815,53590,0.852771039373017,NA,"Comprehensive"
"1069","Low",0.7787,NA,"City:Small","New England",11972,NA,NA,1,30100,1837,12620,2.3851030110935,36579.96066,"Specialized"
"1070","Low",0.7513,475,"City:Small","New England",23000,0.3778,470,0.9333,34600,2408,22603,1.5307702517365,58860.08535,"Professional"
"1071","Low",NA,NA,"Rural:Fringe","New England",9793,NA,NA,0.2547,28500,1746,13868,2.0550908566484,30269.96033,"Specialized"
"1072","Low",NA,NA,"Town:Distant","New England",17116,0.1694,NA,0.3428,25600,4470,13104,1.95360195360195,31333.32293,"Professional"
"1073","Low",0.8171,NA,"Town:Remote","New England",23953,0.5939,NA,0.6936,30500,2176,19104,1.5965242881072,65140.83384,"Comprehensive"
"1074","Low",0.867,NA,"Rural:Remote","New England",21136,0.4031,NA,0.5,30300,760,16181,1.87256659044558,46523.20101,"Professional"
"1075","Low",0.7852,455,"Rural:Remote","New England",20191,0.3774,470,0.4521,23100,597,16686,1.3843941028407,42688.30519,"Comprehensive"
"1076","Low",0.778,540,"Suburb:Small","New England",23600,0.6042,535,0.7072,36500,8271,21589,1.690675807124,74080.42617,"Comprehensive"
"1077","Low",0.6412,515,"Rural:Distant","New England",25000,0.7143,490,1,73500,927,21995,3.3416685610366,80875.61769,"Specialized"
"1078","Low",NA,NA,"Rural:Fringe","New England",19091,0.2969,NA,0.44,27200,1063,15925,1.70800627943485,45926.9839,"Comprehensive"
"1079","High",0.8162,540,"Suburb:Midsize","New England",25000,0.5842,520,0.9858,44200,2231,43979,1.00502512562814,87500.61071,"Comprehensive"
"1080","Low",0.5955,NA,"Town:Remote","New England",11600,NA,NA,NA,26300,886,13419,1.95990759371041,28682.32055,"Specialized"
"1081","High",0.9474,NA,"City:Small","New England",25000,0.418,NA,0.2429,24400,353,40719,0.599228861219578,80272.35621,"Specialized"
"1082","High",0.8812,480,"Rural:Fringe","New England",25000,0.5455,480,0.3086,37100,1783,39971,0.928172925370894,72035.49116,"Comprehensive"
"1083","Low",NA,NA,"City:Small","New England",11040,NA,NA,0.2215,31800,6182,13757,2.31155048339027,38559.66818,"Specialized"
"1084","High",0.7828,495,"City:Small","New England",21618,0.3282,495,0.5669,35000,6378,23555,1.48588410104012,56825.0148,"Comprehensive"
"1085","High",0.9252,410,"Rural:Fringe","New England",21625,0.45,430,0.3973,33200,781,32651,1.01681418639552,54151.81035,"Professional"
"1086","High",0.6147,NA,"Rural:Remote","New England",25000,0.4733,NA,0.5303,27900,573,31948,0.873294102917241,69456.91152,"Professional"
"1087","Low",NA,NA,"Town:Remote","New England",5500,NA,NA,1,24400,369,10697,2.28101336823408,26960.71081,"Specialized"
"1088","Low",NA,NA,"City:Small","Mid East",16500,NA,NA,0.361,26900,2285,14157,1.90012008193826,38121.42314,"Specialized"
"1089","Low",NA,NA,"Suburb:Large","Mid East",11365,NA,NA,0.2472,33100,15241,15444,2.14322714322714,37987.72711,"Specialized"
"1090","Low",NA,NA,"City:Large","Mid East",NA,NA,NA,0.3005,26400,6406,10943,2.41250114228274,14829.17842,"Specialized"
"1091","High",0.3235,465,"City:Large","Mid East",20250,NA,485,0.4584,49700,3230,23537,2.11156901899138,41921.8355,"Comprehensive"
"1092","Low",0.4997,445,"Suburb:Large","Mid East",NA,0.4063,445,0.5512,42600,4318,18770,2.26957911561002,57881.76952,"Comprehensive"
"1093","High",0.561,540,"Suburb:Large","Mid East",21906,0.3692,490,0.1644,65400,380,29500,2.21694915254237,65118.04718,"Professional"
"1094","Low",NA,NA,"Rural:Fringe","Mid East",9500,NA,NA,0.2186,30400,2406,8574,3.54560298577094,37636.14342,"Specialized"
"1095","Low",NA,NA,"Rural:Fringe","Mid East",7270,NA,NA,0.2226,35000,8121,11851,2.95333727111636,41146.57774,"Specialized"
"1096","Low",NA,NA,"Rural:Distant","Mid East",NA,NA,NA,0.415,26200,2633,14624,1.79157549234136,23699.92636,"Specialized"
"1097","High",NA,NA,"Suburb:Large","Mid East",30975,0.2849,NA,0.9608,43100,1289,27597,1.56176395985071,49477.37181,"Comprehensive"
"1098","Low",0.5352,425,"City:Large","Mid East",17556,0.1467,430,0.5188,33300,3195,15476,2.15171879038511,34494.50789,"Comprehensive"
"1099","Low",NA,NA,"City:Small","Mid East",7870,NA,NA,0.1785,34600,5599,8508,4.0667606958157,42756.09371,"Specialized"
"1100","Low",0.5524,490,"Suburb:Small","Mid East",20300,0.4547,490,0.6694,38500,4617,17948,2.14508580343214,73965.71899,"Comprehensive"
"1101","Low",NA,NA,"Rural:Distant","Mid East",9500,NA,NA,0.3231,25200,677,10798,2.33376551213188,35823.01817,"Specialized"
"1102","High",0.7279,560,"City:Small","Mid East",23000,0.7,590,0.6195,40200,1420,47908,0.839108290890874,99229.06381,"Comprehensive"
"1103","High",NA,NA,"Suburb:Midsize","Mid East",29079,0.4982,NA,0.2619,32000,885,34019,0.940650812781093,27264.06061,"Professional"
"1104","Low",NA,NA,"Suburb:Midsize","Mid East",6687.5,NA,NA,0.2977,30400,4216,10118,3.0045463530342,36360.88253,"Specialized"
"1105","Low",NA,NA,"Rural:Fringe","Mid East",7500,NA,NA,0.261,30400,6094,7906,3.84518087528459,33498.45344,"Specialized"
"1106","High",0.7922,540,"City:Small","Mid East",23000,0.6822,545,0.3592,40000,1436,41228,0.970214417386242,80831.54579,"Comprehensive"
"1107","Low",NA,NA,"City:Small","Mid East",9800,NA,NA,0.239,36600,9163,13684,2.67465653317743,38579.66571,"Specialized"
"1108","High",0.194,720,"City:Large","Mid East",17500,0.9112,680,0.8156,64400,5817,55390,1.16266474092797,101803.3515,"Comprehensive"
"1109","High",0.6341,600,"City:Large","Mid East",23955,0.8263,590,0.622,56400,3835,52474,1.07481800510729,129237.9274,"Comprehensive"
"1110","Low",NA,NA,"Suburb:Large","Mid East",23697,0.1204,NA,0.0912,46200,27239,16431,2.81175826182217,40371.81904,"Comprehensive"
"1111","Low",0.6081,620,"Suburb:Large","Mid East",19997.5,0.5736,590,0.6514,46900,10429,21105,2.22222222222222,72154.84266,"Comprehensive"
"1112","Low",0.448,660,"Suburb:Large","Mid East",18165,0.8182,630,0.7165,54400,26111,21785,2.49713105347716,97181.47808,"Comprehensive"
"1113","High",0.5496,560,"City:Large","Mid East",24625,0.7114,600,0.5123,30900,1945,48051,0.643066741587064,103519.0431,"Professional"
"1114","Low",0.4999,435,"Town:Fringe","Mid East",25000,0.3123,430,0.5791,32800,3765,19363,1.69395238341166,51120.53068,"Comprehensive"
"1115","Low",NA,NA,"City:Small","Mid East",7450,NA,NA,0.3995,35500,20126,10139,3.50133149225762,33980.46556,"Specialized"
"1116","Low",0.495,450,"City:Large","Mid East",27000,0.2814,450,0.7022,34100,6672,20688,1.64829853054911,50037.13025,"Comprehensive"
"1117","High",0.656,535,"Town:Fringe","Mid East",21758,0.7597,540,1,47100,1777,42063,1.11974894800656,104793.2646,"Comprehensive"
"1118","High",0.5547,505,"City:Large","Mid East",24500,0.483,530,0.4685,45600,1271,38950,1.17073170731707,64808.72959,"Comprehensive"
"1119","Low",NA,NA,"Suburb:Large","Mid East",NA,NA,NA,0.2588,36900,13638,8434,4.3751482096277,34426.4888,"Specialized"
"1120","Low",0.5276,580,"Suburb:Small","Mid East",17750,0.6681,565,0.6352,44100,7758,18957,2.32631745529356,90918.56775,"Comprehensive"
"1121","High",0.6531,600,"Suburb:Small","Mid East",21250,0.7889,624,0.6104,42900,1909,27216,1.57627865961199,112351.4824,"Comprehensive"
"1122","High",NA,NA,"City:Large","Mid East",34000,0.2683,NA,0.4333,31600,1254,24720,1.27831715210356,27803.70055,"Professional"
"1123","High",0.7806,625,"Suburb:Large","Mid East",22000,0.6913,685,0.7308,32300,490,53556,0.603107028157443,84660.85253,"Specialized"
"1124","Low",0.5422,545,"City:Small","Mid East",17500,0.6366,535,0.5033,45700,17288,20792,2.19796075413621,87922.11927,"Comprehensive"
"1125","High",0.5815,495,"Rural:Fringe","Mid East",21963,0.6164,485,0.2612,45800,3804,34735,1.31855477184396,77819.31537,"Comprehensive"
"1126","High",0.9714,NA,"NA","Mid East",22000,0.3333,NA,0.3265,31700,261,26318,1.20449882209894,51370.48021,"Specialized"
"1127","High",0.5657,575,"Town:Distant","Mid East",25000,0.7507,590,0.6547,40800,1453,48111,0.848038910020577,NA,"Comprehensive"
"1128","High",0.7531,550,"Suburb:Small","Mid East",22125,0.736,545,0.3798,42000,1551,42535,0.987422122957564,86277.6517,"Comprehensive"
"1129","Low",NA,NA,"Rural:Fringe","Mid East",9725.5,NA,NA,0.3366,25600,3657,12323,2.07741621358435,30064.26155,"Specialized"
"1130","High",0.7036,465,"City:Midsize","New England",23525,0.3628,455,0.1088,36100,1538,39729,0.908656145384983,59632.00405,"Comprehensive"
"1131","High",0.1332,715,"Suburb:Large","New England",8481.5,0.9628,710,0.8924,54000,1791,54322,0.994072383196495,92897.54002,"Comprehensive"
"1132","High",0.5992,460,"Rural:Fringe","New England",25000,0.4872,440,0.2473,36000,997,39514,0.911069494356431,72669.64461,"Comprehensive"
"1133","High",0.7511,NA,"City:Midsize","New England",25000,0.6743,NA,0.53,47900,2237,43396,1.10378836759148,104498.1324,"Comprehensive"
"1134","High",0.3383,690,"Suburb:Large","New England",23000,0.9041,630,0.6404,74700,2007,54666,1.36648007902535,101656.4031,"Specialized"
"1135","High",0.5796,475,"Suburb:Large","New England",21750,0.6529,475,0.2197,37500,1571,35711,1.05009660888802,53574.12296,"Professional"
"1136","High",0.7597,NA,"City:Large","New England",21625,0.2242,NA,0.2051,29100,1225,29890,0.973569755771161,44612.42116,"Professional"
"1137","High",0.7243,475,"City:Midsize","New England",25000,0.2886,460,0.2767,36300,1740,39613,0.916365839497135,65174.49085,"Professional"
"1138","High",0.4335,600,"City:Small","New England",22250,0.8771,588,0.625,69000,4161,51306,1.34487194480178,117472.0215,"Professional"
"1139","High",0.2801,NA,"City:Large","New England",24000,0.5207,NA,0.4037,26200,4307,51908,0.504739153887647,96266.53658,"Specialized"
"1140","Low",NA,NA,"Rural:Fringe","New England",9882,NA,NA,0.2727,27500,2158,12224,2.24967277486911,32064.18625,"Specialized"
"1141","High",NA,NA,"City:Large","New England",39024.5,0.0909,NA,0.0313,39500,569,32111,1.23010806265766,54713.10404,"Specialized"
"1142","High",0.2798,685,"City:Small","New England",19000,0.9153,665,0.6164,61800,9464,54595,1.13197179228867,126473.3816,"Comprehensive"
"1143","High",NA,NA,"City:Large","New England",24852,0.5448,NA,0.4343,25500,506,55913,0.456065673456978,NA,"Specialized"
"1144","High",0.5797,650,"City:Large","New England",23000,0.8475,625,0.6016,53600,16575,54836,0.977460062732512,116165.1091,"Comprehensive"
"1145","High",0.3999,685,"City:Small","New England",23000,0.9118,655,0.6728,47400,3493,53957,0.878477306002928,97976.24122,"Comprehensive"
"1146","Low",0.6958,514,"Suburb:Large","New England",22125,0.5167,505,0.4311,39100,9422,18425,2.12211668928087,73365.32504,"Comprehensive"
"1147","Low",NA,NA,"Suburb:Large","New England",5600,NA,NA,0.1841,26600,7900,8648,3.07585568917669,36886.90767,"Specialized"
"1148","Low",NA,NA,"City:Large","New England",7945,NA,NA,0.2242,30300,11368,11903,2.54557674535831,22759.7298,"Specialized"
"1149","High",NA,NA,"City:Midsize","New England",21790.5,0.0769,NA,0.0608,35300,1001,27753,1.27193456563254,33390.39284,"Professional"
"1150","Low",NA,NA,"City:Small","New England",8086,NA,NA,0.2062,28100,3680,12326,2.27973389582995,32136.67425,"Specialized"
"1151","High",0.5217,NA,"Suburb:Large","New England",29481,1,NA,0.3143,57100,714,38088,1.49915984036967,51035.4119,"Specialized"
"1152","High",0.6792,NA,"City:Midsize","New England",23000,0.7953,NA,0.9404,38800,2240,44962,0.862950936346248,92254.99208,"Comprehensive"
"1153","High",0.7182,460,"Suburb:Large","New England",25000,0.4775,455,0.2563,41900,2601,43474,0.963794451856282,82778.58442,"Comprehensive"
"1154","High",0.7006,425,"Suburb:Large","New England",13000,0.4595,430,0.2366,29200,1265,42861,0.681272018851637,75080.77926,"Comprehensive"
"1155","High",0.6269,495,"Suburb:Large","New England",25000,0.5103,490,0.925,38000,858,35575,1.06816584680253,57116.15237,"Comprehensive"
"1156","High",0.4843,595,"City:Large","New England",21250,0.8126,630,0.4224,38900,3571,46710,0.83279811603511,114616.043,"Professional"
"1157","High",0.5572,535,"City:Large","New England",25000,0.6301,540,0.4336,42200,2029,45642,0.924587003198808,98811.01805,"Comprehensive"
"1158","High",0.5901,545,"Suburb:Large","New England",24250,0.6734,535,0.3154,43800,2439,41383,1.05840562549839,115538.88,"Comprehensive"
"1159","High",0.5891,415,"City:Large","New England",16784,0.4008,425,0.1915,29800,1581,37395,0.796897981013505,47279.15772,"Professional"
"1160","Low",0.6838,505,"Suburb:Midsize","New England",19515,0.4725,505,0.4757,38700,3958,16108,2.40253290290539,73668.75801,"Comprehensive"
"1161","Low",0.655,515,"City:Small","New England",19500,0.5165,510,0.5906,40200,3885,18944,2.12204391891892,78823.07182,"Comprehensive"
"1162","Low",NA,NA,"City:Large","New England",12000,0.5023,NA,1,33000,438,19902,1.65812481157673,40266.02031,"Specialized"
"1163","High",0.4027,582,"Suburb:Large","New England",23625,0.7391,595,0.5731,36700,1543,39758,0.923084662206348,99554.37621,"Comprehensive"
"1164","Low",NA,NA,"Town:Distant","New England",9345.5,NA,NA,0.3131,26800,2285,14513,1.84662027148074,30724.74523,"Specialized"
"1165","High",0.7139,595,"Suburb:Large","New England",19000,0.6148,645,0.6624,25100,1475,53456,0.469545046393295,92063.38584,"Comprehensive"
